Ticker,Name,Weight,Shares,Price
SVC UW Equity,Service Properties Trust,--,--,12.44
DHC UW Equity,Diversified Healthcare Trust,--,--,4.21
HRI UN Equity,Herc Holdings Inc,--,--,110.22
CLBK UW Equity,Columbia Financial Inc,--,--,16.86
CHDN UW Equity,Churchill Downs Inc,--,--,194.22
CWEN/A UN Equity,Clearway Energy Inc,--,--,25.17
OPI UW Equity,Office Properties Income Trust,--,--,29.17
TCBK UW Equity,TriCo Bancshares,--,--,41.39
LECO UW Equity,Lincoln Electric Holdings Inc,--,--,133.4
PLM UA Equity,PolyMet Mining Corp,--,--,3.78
SNR UN Equity,New Senior Investment Group Inc,--,--,8.98
MPB UQ Equity,Mid Penn Bancorp Inc,--,--,27.41
BANF UW Equity,BancFirst Corp,--,--,59.73
TA UW Equity,TravelCenters of America Inc,--,--,30.79
IQV UN Equity,IQVIA Holdings Inc,--,--,250.95
PNTG UW Equity,Pennant Group Inc/The,--,--,42.21
NVRO UN Equity,Nevro Corp,--,--,155.79
BBSI UW Equity,Barrett Business Services Inc,--,--,70.36
WLL UN Equity,Whiting Petroleum Corp,--,--,55.24
CCF UA Equity,Chase Corp,--,--,106.51
FRTA UW Equity,Forterra Inc,--,--,23.54
CZR UW Equity,Caesars Entertainment Inc,--,--,98.45
GABC UW Equity,German American Bancorp Inc,--,--,35.9
MDLZ UW Equity,Mondelez International Inc,--,--,62.34
RYAM UN Equity,Rayonier Advanced Materials Inc,--,--,6.86
SNDR UN Equity,Schneider National Inc,--,--,21.51
ELS UN Equity,Equity LifeStyle Properties Inc,--,--,76.87
THRM UW Equity,Gentherm Inc,--,--,69.71
ASPN UN Equity,Aspen Aerogels Inc,--,--,34.11
VVI UN Equity,Viad Corp,--,--,49.41
SQZ UN Equity,SQZ Biotechnologies Co,--,--,14.71
CAL UN Equity,Caleres Inc,--,--,26.21
COMM UW Equity,CommScope Holding Co Inc,--,--,21.41
TPIC UQ Equity,TPI Composites Inc,--,--,47.42
AVIR UW Equity,Atea Pharmaceuticals Inc,--,--,24
IIPR UN Equity,Innovative Industrial Properties Inc,--,--,202.17
BFAM UN Equity,Bright Horizons Family Solutions Inc,--,--,155.26
BCO UN Equity,Brink's Co/The,--,--,75.09
ATEX UR Equity,Anterix Inc,--,--,58.41
EOSE UR Equity,Eos Energy Enterprises Inc,--,--,17.25
SKY UN Equity,Skyline Champion Corp,--,--,53.95
SPXC UN Equity,SPX Corp,--,--,61.26
IRT UN Equity,Independence Realty Trust Inc,--,--,18.66
EB UN Equity,Eventbrite Inc,--,--,18.57
TTD UQ Equity,Trade Desk Inc/The,--,--,76.56
PFC UW Equity,Premier Financial Corp,--,--,27.35
GPI UN Equity,Group 1 Automotive Inc,--,--,149.68
SAGE UQ Equity,Sage Therapeutics Inc,--,--,54.66
GCO UN Equity,Genesco Inc,--,--,59.92
CNA UN Equity,CNA Financial Corp,--,--,45.02
NEU UN Equity,NewMarket Corp,--,--,315.08
NL UN Equity,NL Industries Inc,--,--,6.91
RC UN Equity,Ready Capital Corp,--,--,16.03
CWEN UN Equity,Clearway Energy Inc,--,--,26.41
SRNE UR Equity,Sorrento Therapeutics Inc,--,--,9.5
AERI UQ Equity,Aerie Pharmaceuticals Inc,--,--,15.49
BWB UR Equity,Bridgewater Bancshares Inc,--,--,15.79
PVBC UR Equity,Provident Bancorp Inc,--,--,16.29
PKG UN Equity,Packaging Corp of America,--,--,135.72
AUB UW Equity,Atlantic Union Bankshares Corp,--,--,35.33
DSKE UR Equity,Daseke Inc,--,--,6.64
GTYH UR Equity,GTY Technology Holdings Inc,--,--,7.1
NTST UN Equity,NETSTREIT Corp,--,--,24.24
SILK UW Equity,Silk Road Medical Inc,--,--,47.99
KMPH UR Equity,KemPharm Inc,--,--,12.79
QCRH UQ Equity,QCR Holdings Inc,--,--,47
UPLD UQ Equity,Upland Software Inc,--,--,41.67
CHRS UQ Equity,Coherus Biosciences Inc,--,--,13.63
SOLY UR Equity,Soliton Inc,--,--,22.24
PI UW Equity,Impinj Inc,--,--,50.43
ELF UN Equity,elf Beauty Inc,--,--,26.3
SMMF UW Equity,Summit Financial Group Inc,--,--,21.73
GTY UN Equity,Getty Realty Corp,--,--,31.92
CWK UN Equity,Cushman & Wakefield PLC,--,--,17.16
INCY UW Equity,Incyte Corp,--,--,83.34
APG UN Equity,API Group Corp,--,--,21.42
RPHM UQ Equity,Reneo Pharmaceuticals Inc,--,--,9.32
SLAB UW Equity,Silicon Laboratories Inc,--,--,152.56
CNTY UR Equity,Century Casinos Inc,--,--,12.96
QTS UN Equity,QTS Realty Trust Inc,--,--,77.9
GOSS UW Equity,Gossamer Bio Inc,--,--,8.03
SRI UN Equity,Stoneridge Inc,--,--,27.91
OSBC UW Equity,Old Second Bancorp Inc,--,--,12.17
RBB UW Equity,RBB Bancorp,--,--,23.51
NRZ UN Equity,New Residential Investment Corp,--,--,10.25
ALTA UR Equity,Altabancorp,--,--,42.1
SUI UN Equity,Sun Communities Inc,--,--,176.92
SUPN UQ Equity,Supernus Pharmaceuticals Inc,--,--,30.09
FRPT UQ Equity,Freshpet Inc,--,--,161.32
SYNH UW Equity,Syneos Health Inc,--,--,91.15
DKNG UW Equity,DraftKings Inc,--,--,51.49
HT UN Equity,Hersha Hospitality Trust,--,--,10.58
RGNX UW Equity,REGENXBIO Inc,--,--,38.44
CDAK UQ Equity,Codiak Biosciences Inc,--,--,18.41
UFPT UR Equity,UFP Technologies Inc,--,--,58.24
DBRG UN Equity,DigitalBridge Group Inc,--,--,7.96
FNF UN Equity,Fidelity National Financial Inc,--,--,43.36
TMST UN Equity,TimkenSteel Corp,--,--,13.01
CPLG UN Equity,CorePoint Lodging Inc,--,--,11.01
BCRX UW Equity,BioCryst Pharmaceuticals Inc,--,--,16.23
TACO UR Equity,Del Taco Restaurants Inc,--,--,9.85
VOYA UN Equity,Voya Financial Inc,--,--,61.56
XNCR UQ Equity,Xencor Inc,--,--,34.54
ORMP UR Equity,Oramed Pharmaceuticals Inc,--,--,12.61
XEL UW Equity,Xcel Energy Inc,--,--,67.07
LILA UW Equity,Liberty Latin America Ltd,--,--,13.63
LILAK UW Equity,Liberty Latin America Ltd,--,--,13.69
TBK UW Equity,Triumph Bancorp Inc,--,--,71.57
EPRT UN Equity,Essential Properties Realty Trust Inc,--,--,27.63
APAM UN Equity,Artisan Partners Asset Management Inc,--,--,51.06
PEBO UW Equity,Peoples Bancorp Inc/OH,--,--,28.92
KHC UW Equity,Kraft Heinz Co/The,--,--,39.65
TIPT UR Equity,Tiptree Inc,--,--,8.88
REV UN Equity,Revlon Inc,--,--,12.78
MTDR UN Equity,Matador Resources Co,--,--,34.2
TIL UW Equity,Instil Bio Inc,--,--,19.92
SLCA UN Equity,US Silica Holdings Inc,--,--,12.05
FNCH UW Equity,Finch Therapeutics Group Inc,--,--,14.11
WSR UN Equity,Whitestone REIT,--,--,7.99
AR UN Equity,Antero Resources Corp,--,--,14.13
LYFT UW Equity,Lyft Inc,--,--,61.64
CXP UN Equity,Columbia Property Trust Inc,--,--,17.39
MGTX UW Equity,MeiraGTx Holdings plc,--,--,15.53
VAC UN Equity,Marriott Vacations Worldwide Corp,--,--,157.01
PCYO UR Equity,Pure Cycle Corp,--,--,14.44
HARP UW Equity,Harpoon Therapeutics Inc,--,--,13.63
NNBR UW Equity,NN Inc,--,--,7.06
AMNB UW Equity,American National Bankshares Inc,--,--,30.32
ARTNA UW Equity,Artesian Resources Corp,--,--,37.3
CG UW Equity,Carlyle Group Inc/The,--,--,47.45
NKTR UW Equity,Nektar Therapeutics,--,--,16.91
CCNE UW Equity,CNB Financial Corp/PA,--,--,23.59
LKFN UW Equity,Lakeland Financial Corp,--,--,58.46
MGNX UW Equity,MacroGenics Inc,--,--,28.48
FCBC UW Equity,First Community Bankshares Inc,--,--,28.48
MPAA UW Equity,Motorcar Parts of America Inc,--,--,21.87
SHEN UW Equity,Shenandoah Telecommunications Co,--,--,61.13
QTNT UQ Equity,Quotient Ltd,--,--,3.51
BCOR UW Equity,Blucora Inc,--,--,17.01
AWH UR Equity,Aspira Women's Health Inc,--,--,5.11
DCOM UW Equity,Dime Community Bancshares Inc,--,--,32.35
CVAC UQ Equity,CureVac NV,--,--,61.42
COGT UW Equity,Cogent Biosciences Inc,--,--,7.44
DCT UW Equity,Duck Creek Technologies Inc,--,--,43.6
CCBG UW Equity,Capital City Bank Group Inc,--,--,25.05
MNST UW Equity,Monster Beverage Corp,--,--,90.61
INSW UN Equity,International Seaways Inc,--,--,19.86
SONO UW Equity,Sonos Inc,--,--,35.62
BANC UN Equity,Banc of California Inc,--,--,16.9
ALVR UW Equity,Allovir Inc,--,--,18.88
WING UW Equity,Wingstop Inc,--,--,156.05
ANAB UW Equity,AnaptysBio Inc,--,--,25.65
BMRC UR Equity,Bank of Marin Bancorp,--,--,31.42
SMBC UQ Equity,Southern Missouri Bancorp Inc,--,--,44.78
SANA UW Equity,Sana Biotechnology Inc,--,--,19.04
LADR UN Equity,Ladder Capital Corp,--,--,11.33
ASAN UN Equity,Asana Inc,--,--,68.51
LABP UQ Equity,Landos Biopharma Inc,--,--,11.19
SNSE UQ Equity,Sensei Biotherapeutics Inc,--,--,8.83
PLTR UN Equity,Palantir Technologies Inc,--,--,24.68
TLYS UN Equity,Tilly's Inc,--,--,15.9
NOW UN Equity,ServiceNow Inc,--,--,558.49
ANAT UW Equity,American National Group Inc,--,--,152.25
ALEX UN Equity,Alexander & Baldwin Inc,--,--,18.3
FUV UQ Equity,Arcimoto Inc,--,--,14.56
UUUU UA Equity,Energy Fuels Inc/Canada,--,--,5.74
BRX UN Equity,Brixmor Property Group Inc,--,--,22.6
ALTM UQ Equity,Altus Midstream Co,--,--,67.66
VTOL UN Equity,Bristow Group Inc,--,--,26.55
OKTA UW Equity,Okta Inc,--,--,249.54
VIEW UQ Equity,View Inc,--,--,7.77
AFCG UQ Equity,AFC Gamma Inc,--,--,21.64
ABCB UW Equity,Ameris Bancorp,--,--,48.88
KURA UW Equity,Kura Oncology Inc,--,--,19.98
RMNI UQ Equity,Rimini Street Inc,--,--,6.69
PENN UW Equity,Penn National Gaming Inc,--,--,74.4
SPNT UN Equity,SiriusPoint Ltd,--,--,9.91
ARLO UN Equity,Arlo Technologies Inc,--,--,6.58
ZUO UN Equity,Zuora Inc,--,--,17.77
NWE UW Equity,NorthWestern Corp,--,--,60.19
HOFV UR Equity,Hall of Fame Resort & Entertainment Co,--,--,3.59
GBX UN Equity,Greenbrier Cos Inc/The,--,--,41.24
AVYA UN Equity,Avaya Holdings Corp,--,--,26.38
MLR UN Equity,Miller Industries Inc/TN,--,--,37.99
HGV UN Equity,Hilton Grand Vacations Inc,--,--,40.63
PK UN Equity,Park Hotels & Resorts Inc,--,--,19.27
SESN UQ Equity,Sesen Bio Inc,--,--,4.1
RVNC UQ Equity,Revance Therapeutics Inc,--,--,32.05
MGTA UQ Equity,Magenta Therapeutics Inc,--,--,9.41
FR UN Equity,First Industrial Realty Trust Inc,--,--,52.94
PGC UW Equity,Peapack-Gladstone Financial Corp,--,--,30.32
KZR UW Equity,Kezar Life Sciences Inc,--,--,5.43
ZEUS UW Equity,Olympic Steel Inc,--,--,28.42
AVRO UW Equity,Avrobio Inc,--,--,8.5
FRGI UW Equity,Fiesta Restaurant Group Inc,--,--,13.33
VREX UW Equity,Varex Imaging Corp,--,--,27.3
IIIV UW Equity,I3 Verticals Inc,--,--,31.58
AVTR UN Equity,Avantor Inc,--,--,36.2
FSLY UN Equity,Fastly Inc,--,--,56.86
LNG UA Equity,Cheniere Energy Inc,--,--,87.95
REVG UN Equity,REV Group Inc,--,--,15.57
JNCE UW Equity,Jounce Therapeutics Inc,--,--,6.38
AZPN UW Equity,Aspen Technology Inc,--,--,146.28
CPE UN Equity,Callon Petroleum Co,--,--,55.75
DXPE UW Equity,DXP Enterprises Inc/TX,--,--,33.07
STXS UA Equity,Stereotaxis Inc,--,--,9.2
GCMG UQ Equity,GCM Grosvenor Inc,--,--,10.34
IBRX UW Equity,ImmunityBio Inc,--,--,13.43
CLDX UR Equity,Celldex Therapeutics Inc,--,--,31.3
AMH UN Equity,American Homes 4 Rent,--,--,40.09
YMAB UW Equity,Y-mAbs Therapeutics Inc,--,--,32.57
BNGO UR Equity,Bionano Genomics Inc,--,--,6.58
PLPC UW Equity,Preformed Line Products Co,--,--,73.61
VRTV UN Equity,Veritiv Corp,--,--,58.38
CVLG UW Equity,Covenant Logistics Group Inc,--,--,19.47
SASR UW Equity,Sandy Spring Bancorp Inc,--,--,42.61
GBL UN Equity,GAMCO Investors Inc,--,--,25.16
SBGI UW Equity,Sinclair Broadcast Group Inc,--,--,31.5
VCYT UQ Equity,Veracyte Inc,--,--,39.99
BHB UA Equity,Bar Harbor Bankshares,--,--,28.31
NVEC UR Equity,NVE Corp,--,--,74.7
CBZ UN Equity,CBIZ Inc,--,--,32.33
AIR UN Equity,AAR Corp,--,--,37.34
GIC UN Equity,Global Industrial Co,--,--,35.48
APLE UN Equity,Apple Hospitality REIT Inc,--,--,14.92
KRNY UW Equity,Kearny Financial Corp/MD,--,--,11.73
BANR UW Equity,Banner Corp,--,--,52.52
KFRC UW Equity,Kforce Inc,--,--,61.07
RICK UQ Equity,RCI Hospitality Holdings Inc,--,--,64.28
NWPX UW Equity,Northwest Pipe Co,--,--,27.9
SIX UN Equity,Six Flags Entertainment Corp,--,--,42.1
POR UN Equity,Portland General Electric Co,--,--,46.21
YORW UW Equity,York Water Co/The,--,--,45.4
BVH UN Equity,Bluegreen Vacations Holding Corp,--,--,17
CMCO UW Equity,Columbus McKinnon Corp/NY,--,--,47.29
LNDC UW Equity,Landec Corp,--,--,11.15
FLL UR Equity,Full House Resorts Inc,--,--,9.08
WH UN Equity,Wyndham Hotels & Resorts Inc,--,--,71.69
WHD UN Equity,Cactus Inc,--,--,36.98
IDT UN Equity,IDT Corp,--,--,44.24
CASS UW Equity,Cass Information Systems Inc,--,--,40.29
KVHI UW Equity,KVH Industries Inc,--,--,12.36
DRRX UR Equity,Durect Corp,--,--,1.53
PFBI UQ Equity,Premier Financial Bancorp Inc,--,--,16.52
NBIX UW Equity,Neurocrine Biosciences Inc,--,--,97.45
NH UW Equity,NantHealth Inc,--,--,2.2
RUSHA UW Equity,Rush Enterprises Inc,--,--,41.94
ATKR UN Equity,Atkore Inc,--,--,68.05
DECK UN Equity,Deckers Outdoor Corp,--,--,387.35
OCFC UW Equity,OceanFirst Financial Corp,--,--,19.9
PEGA UW Equity,Pegasystems Inc,--,--,140.06
VLY UW Equity,Valley National Bancorp,--,--,13.06
FBIO UR Equity,Fortress Biotech Inc,--,--,3.45
CZNC UR Equity,Citizens & Northern Corp,--,--,24.45
AIT UN Equity,Applied Industrial Technologies Inc,--,--,88.32
VITL UQ Equity,Vital Farms Inc,--,--,20.5
DHIL UW Equity,Diamond Hill Investment Group Inc,--,--,164.12
KRYS UQ Equity,Krystal Biotech Inc,--,--,67.67
BTRS UW Equity,BTRS Holdings Inc,--,--,13.75
SFM UW Equity,Sprouts Farmers Market Inc,--,--,25.28
NOVT UW Equity,Novanta Inc,--,--,137.57
RYTM UQ Equity,Rhythm Pharmaceuticals Inc,--,--,19.95
TPH UN Equity,Tri Pointe Homes Inc,--,--,21.37
AJG UN Equity,Arthur J Gallagher & Co,--,--,140.96
SYKE UW Equity,Sykes Enterprises Inc,--,--,53.71
RPAI UN Equity,Retail Properties of America Inc,--,--,11.52
TVTX UQ Equity,Travere Therapeutics Inc,--,--,15.03
FREE UR Equity,Whole Earth Brands Inc,--,--,13.83
APLT UQ Equity,Applied Therapeutics Inc,--,--,21.2
SEEL UR Equity,Seelos Therapeutics Inc,--,--,2.89
BRBR UN Equity,BellRing Brands Inc,--,--,32.28
WDAY UW Equity,Workday Inc,--,--,238.55
UAVS UA Equity,AgEagle Aerial Systems Inc,--,--,4.86
CSTL UQ Equity,Castle Biosciences Inc,--,--,72.01
USNA UN Equity,USANA Health Sciences Inc,--,--,100.87
HCAT UW Equity,Health Catalyst Inc,--,--,57.08
BOLT UW Equity,Bolt Biotherapeutics Inc,--,--,14.3
VOR UW Equity,Vor BioPharma Inc,--,--,19.1
LIVN UW Equity,LivaNova PLC,--,--,81.3
TERN UW Equity,Terns Pharmaceuticals Inc,--,--,10.89
FCBP UR Equity,First Choice Bancorp,--,--,29.56
ESNT UN Equity,Essent Group Ltd,--,--,44.29
ANGN UW Equity,Angion Biomedica Corp,--,--,11.29
DOW UN Equity,Dow Inc,--,--,61.93
FRG UQ Equity,Franchise Group Inc,--,--,35.25
NOVA UN Equity,Sunnova Energy International Inc,--,--,39.18
PROS UN Equity,ProSight Global Inc,--,--,12.79
UVSP UW Equity,Univest Financial Corp,--,--,25.6
PGEN UW Equity,Precigen Inc,--,--,6.26
NSA UN Equity,National Storage Affiliates Trust,--,--,51.94
NTRA UW Equity,Natera Inc,--,--,117.89
GDDY UN Equity,GoDaddy Inc,--,--,88.64
FFIC UW Equity,Flushing Financial Corp,--,--,20.62
MMI UN Equity,Marcus & Millichap Inc,--,--,37.5
GOCO UW Equity,GoHealth Inc,--,--,10.18
CTOS UN Equity,Custom Truck One Source Inc,--,--,9.25
SWCH UN Equity,Switch Inc,--,--,21.26
CSTR UW Equity,Capstar Financial Holdings Inc,--,--,20.3
ALTO UR Equity,Alto Ingredients Inc,--,--,5.53
MATX UN Equity,Matson Inc,--,--,64.09
RKT UN Equity,Rocket Cos Inc,--,--,18.76
BUSE UW Equity,First Busey Corp,--,--,24
SMMT UQ Equity,Summit Therapeutics Inc,--,--,7.63
FTV UN Equity,Fortive Corp,--,--,69.74
INSP UN Equity,Inspire Medical Systems Inc,--,--,186.48
ATHA UW Equity,Athira Pharma Inc,--,--,11
RSI UN Equity,Rush Street Interactive Inc,--,--,11.81
JYNT UR Equity,Joint Corp/The,--,--,83.01
KROS UQ Equity,Keros Therapeutics Inc,--,--,40.28
ALKT UW Equity,Alkami Technology Inc,--,--,36.67
GRWG UR Equity,GrowGeneration Corp,--,--,51.48
WSC UR Equity,WillScot Mobile Mini Holdings Corp,--,--,27.3
OLED UW Equity,Universal Display Corp,--,--,218.36
HTLF UW Equity,Heartland Financial USA Inc,--,--,45.68
VER UN Equity,VEREIT Inc,--,--,47.03
XENT UQ Equity,Intersect ENT Inc,--,--,18.85
OPCH UW Equity,Option Care Health Inc,--,--,22.01
ALK UN Equity,Alaska Air Group Inc,--,--,59.19
MTN UN Equity,Vail Resorts Inc,--,--,320.42
GERN UW Equity,Geron Corp,--,--,1.41
FNLC UW Equity,First Bancorp Inc/The,--,--,29.45
HOLX UW Equity,Hologic Inc,--,--,69.02
GPK UN Equity,Graphic Packaging Holding Co,--,--,17.78
FDP UN Equity,Fresh Del Monte Produce Inc,--,--,32.15
WLFC UQ Equity,Willis Lease Finance Corp,--,--,42.03
CSV UN Equity,Carriage Services Inc,--,--,35.78
ANIK UW Equity,Anika Therapeutics Inc,--,--,43.3
DD UN Equity,DuPont de Nemours Inc,--,--,77.08
MVIS UQ Equity,MicroVision Inc,--,--,15.83
PAG UN Equity,Penske Automotive Group Inc,--,--,75.69
CERS UQ Equity,Cerus Corp,--,--,5.44
PLUS UW Equity,ePlus Inc,--,--,85.87
CMBM UQ Equity,Cambium Networks Corp,--,--,47.46
OCN UN Equity,Ocwen Financial Corp,--,--,28.54
NUS UN Equity,Nu Skin Enterprises Inc,--,--,56.28
GWB UN Equity,Great Western Bancorp Inc,--,--,30.78
HLIO UW Equity,Helios Technologies Inc,--,--,77.15
FCPT UN Equity,Four Corners Property Trust Inc,--,--,28.36
SPPI UW Equity,Spectrum Pharmaceuticals Inc,--,--,3.55
RDFN UW Equity,Redfin Corp,--,--,62.69
RPAY UR Equity,Repay Holdings Corp,--,--,24.65
EBC UW Equity,Eastern Bankshares Inc,--,--,19.56
FIBK UW Equity,First Interstate BancSystem Inc,--,--,41.88
BSRR UW Equity,Sierra Bancorp,--,--,24.91
VCEL UR Equity,Vericel Corp,--,--,53.95
AAL UW Equity,American Airlines Group Inc,--,--,21.01
THRY UR Equity,Thryv Holdings Inc,--,--,32.8
LUNG UW Equity,Pulmonx Corp,--,--,43.98
SWBI UW Equity,Smith & Wesson Brands Inc,--,--,30.09
AVO UW Equity,Mission Produce Inc,--,--,20.65
EEFT UW Equity,Euronet Worldwide Inc,--,--,137.96
SSB UW Equity,South State Corp,--,--,78.07
HCKT UW Equity,Hackett Group Inc/The,--,--,18.22
SFT UR Equity,Shift Technologies Inc,--,--,8.37
PRIM UW Equity,Primoris Services Corp,--,--,28.67
EMKR UQ Equity,EMCORE Corp,--,--,9.51
ORRF UR Equity,Orrstown Financial Services Inc,--,--,22.71
RMBS UW Equity,Rambus Inc,--,--,23.47
HSKA UR Equity,Heska Corp,--,--,234.9
COLM UW Equity,Columbia Sportswear Co,--,--,100.92
HOFT UW Equity,Hooker Furniture Corp,--,--,34.02
LBAI UW Equity,Lakeland Bancorp Inc,--,--,17.66
GLPI UW Equity,Gaming and Leisure Properties Inc,--,--,46.25
SENS UA Equity,Senseonics Holdings Inc,--,--,3.38
CTLP UW Equity,Cantaloupe Inc,--,--,11.92
QADA UW Equity,QAD Inc,--,--,86.82
AHH UN Equity,Armada Hoffler Properties Inc,--,--,13.35
OAS UW Equity,Oasis Petroleum Inc,--,--,100.6
PDM UN Equity,Piedmont Office Realty Trust Inc,--,--,18.64
CHK UW Equity,Chesapeake Energy Corp,--,--,53.86
UNIT UW Equity,Uniti Group Inc,--,--,10.62
BYSI UR Equity,Beyondspring Inc,--,--,9.62
CWST UW Equity,Casella Waste Systems Inc,--,--,64.27
PSMT UW Equity,PriceSmart Inc,--,--,88.64
MBWM UW Equity,Mercantile Bank Corp,--,--,29.62
LAZY UR Equity,Lazydays Holdings Inc,--,--,19.52
SIGA UQ Equity,SIGA Technologies Inc,--,--,5.91
ATEC UW Equity,Alphatec Holdings Inc,--,--,15.05
SAH UN Equity,Sonic Automotive Inc,--,--,44.1
RHP UN Equity,Ryman Hospitality Properties Inc,--,--,74.86
CHH UN Equity,Choice Hotels International Inc,--,--,120.4
IGT UN Equity,International Game Technology PLC,--,--,23.46
NOTV UR Equity,Inotiv Inc,--,--,25.08
ATSG UW Equity,Air Transport Services Group Inc,--,--,22.26
WCC UN Equity,WESCO International Inc,--,--,100.05
CNXN UW Equity,PC Connection Inc,--,--,44.75
SCS UN Equity,Steelcase Inc,--,--,14.51
SAFE UN Equity,Safehold Inc,--,--,80.98
NHC UA Equity,National HealthCare Corp,--,--,70.35
HFWA UW Equity,Heritage Financial Corp/WA,--,--,23.45
ZS UW Equity,Zscaler Inc,--,--,225
NVAX UW Equity,Novavax Inc,--,--,215.19
CLAR UW Equity,Clarus Corp,--,--,27.04
CRAI UW Equity,CRA International Inc,--,--,83.77
ALBO UR Equity,Albireo Pharma Inc,--,--,35.58
MCBC UW Equity,Macatawa Bank Corp,--,--,8.31
FTHM UR Equity,Fathom Holdings Inc,--,--,32.82
BAND UW Equity,Bandwidth Inc,--,--,140.5
CERE UR Equity,Cerevel Therapeutics Holdings Inc,--,--,23.2
GNOG UQ Equity,Golden Nugget Online Gaming Inc,--,--,12.01
AXTI UW Equity,AXT Inc,--,--,10.53
OSPN UR Equity,OneSpan Inc,--,--,25.21
SGH UW Equity,SMART Global Holdings Inc,--,--,47.55
SRG UN Equity,Seritage Growth Properties,--,--,17.32
AHCO UR Equity,AdaptHealth Corp,--,--,27.4
PFBC UW Equity,Preferred Bank/Los Angeles CA,--,--,61.1
SP UW Equity,SP Plus Corp,--,--,29.65
CSGP UW Equity,CoStar Group Inc,--,--,83.58
TREX UN Equity,Trex Co Inc,--,--,100.55
STL UN Equity,Sterling Bancorp/DE,--,--,23.46
OPRX UR Equity,OptimizeRx Corp,--,--,58.51
TWI UN Equity,Titan International Inc,--,--,7.9
AXL UN Equity,American Axle & Manufacturing Holdings I,--,--,10.76
MARA UR Equity,Marathon Digital Holdings Inc,--,--,29.72
TCS UN Equity,Container Store Group Inc/The,--,--,12.32
EGBN UR Equity,Eagle Bancorp Inc,--,--,55.76
KODK UN Equity,Eastman Kodak Co,--,--,8.02
PFIS UW Equity,Peoples Financial Services Corp,--,--,42.2
ALX UN Equity,Alexander's Inc,--,--,273.89
HTBK UW Equity,Heritage Commerce Corp,--,--,10.93
TEAM UW Equity,Atlassian Corp PLC,--,--,268.43
RBCAA UW Equity,Republic Bancorp Inc/KY,--,--,45.19
ORGO UR Equity,Organogenesis Holdings Inc,--,--,16.89
CFX UN Equity,Colfax Corp,--,--,45.69
ATLC UW Equity,Atlanticus Holdings Corp,--,--,41.12
VIRX UW Equity,Viracta Therapeutics Inc,--,--,11.71
CSLT UN Equity,Castlight Health Inc,--,--,2.37
LMND UN Equity,Lemonade Inc,--,--,105.01
KRT UW Equity,Karat Packaging Inc,--,--,20.43
TSP UW Equity,TuSimple Holdings Inc,--,--,63.13
EBET UR Equity,Esports Technologies Inc,--,--,21.42
MCB UN Equity,Metropolitan Bank Holding Corp,--,--,59.91
MRC UN Equity,MRC Global Inc,--,--,9.02
UA UN Equity,Under Armour Inc,--,--,18.59
QUOT UN Equity,Quotient Technology Inc,--,--,10.79
ATUS UN Equity,Altice USA Inc,--,--,34.03
MORN UW Equity,Morningstar Inc,--,--,256.63
PRG UN Equity,PROG Holdings Inc,--,--,46.34
GDEN UQ Equity,Golden Entertainment Inc,--,--,44.01
AGL UN Equity,agilon health Inc,--,--,37.27
CFFN UW Equity,Capitol Federal Financial Inc,--,--,11.42
CRWD UW Equity,Crowdstrike Holdings Inc,--,--,264.98
AGO UN Equity,Assured Guaranty Ltd,--,--,46.61
ARCT UQ Equity,Arcturus Therapeutics Holdings Inc,--,--,34.21
EXTR UW Equity,Extreme Networks Inc,--,--,10.99
RUBY UW Equity,Rubius Therapeutics Inc,--,--,24.18
ATER UR Equity,Aterian Inc,--,--,14.78
CRNX UW Equity,Crinetics Pharmaceuticals Inc,--,--,20.85
NLTX UQ Equity,Neoleukin Therapeutics Inc,--,--,9.22
CCB UW Equity,Coastal Financial Corp/WA,--,--,28
EVRI UN Equity,Everi Holdings Inc,--,--,24.61
HZNP UW Equity,Horizon Therapeutics Plc,--,--,95.78
EVR UN Equity,Evercore Inc,--,--,141.58
WOW UN Equity,WideOpenWest Inc,--,--,21.38
CNNE UN Equity,Cannae Holdings Inc,--,--,34.14
FISI UW Equity,Financial Institutions Inc,--,--,28.89
SFIX UW Equity,Stitch Fix Inc,--,--,63.32
SAIL UN Equity,Sailpoint Technologies Holdings Inc,--,--,51.43
AGLE UQ Equity,Aeglea BioTherapeutics Inc,--,--,7.03
EOLS UQ Equity,Evolus Inc,--,--,12.84
SFST UQ Equity,Southern First Bancshares Inc,--,--,49.51
MOFG UW Equity,MidWestOne Financial Group Inc,--,--,28.12
HSTM UW Equity,HealthStream Inc,--,--,27.61
OMF UN Equity,OneMain Holdings Inc,--,--,59.44
VEEV UN Equity,Veeva Systems Inc,--,--,320.56
DNOW UN Equity,NOW Inc,--,--,9.1
KTOS UW Equity,Kratos Defense & Security Solutions Inc,--,--,28.24
PLUG UR Equity,Plug Power Inc,--,--,32.86
BGCP UW Equity,BGC Partners Inc,--,--,5.6
ATRA UW Equity,Atara Biotherapeutics Inc,--,--,14.56
LIND UR Equity,Lindblad Expeditions Holdings Inc,--,--,15.37
BRKR UW Equity,Bruker Corp,--,--,78.1
TSC UW Equity,TriState Capital Holdings Inc,--,--,19.93
AGEN UR Equity,Agenus Inc,--,--,5.38
WTI UN Equity,W&T Offshore Inc,--,--,4.69
ABG UN Equity,Asbury Automotive Group Inc,--,--,174.35
DVAX UR Equity,Dynavax Technologies Corp,--,--,9.5
