Ticker,Name,Weight,Shares,Price
HALO UW Equity,Halozyme Therapeutics Inc,--,--,46.19
AMK UN Equity,AssetMark Financial Holdings Inc,--,--,25.38
PHR UN Equity,Phreesia Inc,--,--,65.36
WWD UW Equity,Woodward Inc,--,--,122.12
Y UN Equity,Alleghany Corp,--,--,669.27
REX UN Equity,REX American Resources Corp,--,--,81.85
VGR UN Equity,Vector Group Ltd,--,--,13.81
BRT UN Equity,BRT Apartments Corp,--,--,17.74
CDE UN Equity,Coeur Mining Inc,--,--,8.77
CAR UW Equity,Avis Budget Group Inc,--,--,77.63
PRLB UN Equity,Proto Labs Inc,--,--,91.11
ADV UW Equity,Advantage Solutions Inc,--,--,10.2
EQC UN Equity,Equity Commonwealth,--,--,26.62
HL UN Equity,Hecla Mining Co,--,--,7.34
HXL UN Equity,Hexcel Corp,--,--,61.22
HONE UW Equity,HarborOne Bancorp Inc,--,--,14.1
NHI UN Equity,National Health Investors Inc,--,--,67.34
PAR UN Equity,PAR Technology Corp,--,--,67.92
RES UN Equity,RPC Inc,--,--,4.87
RPT UN Equity,RPT Realty,--,--,12.99
STE UN Equity,STERIS PLC,--,--,210.72
OTRK UQ Equity,Ontrak Inc,--,--,31.46
HOWL UW Equity,Werewolf Therapeutics Inc,--,--,17.43
KN UN Equity,Knowles Corp,--,--,19.65
WMK UN Equity,Weis Markets Inc,--,--,51.07
STXB UW Equity,Spirit of Texas Bancshares Inc,--,--,22.3
SI UN Equity,Silvergate Capital Corp,--,--,107.17
ABMD UW Equity,ABIOMED Inc,--,--,326.71
MASS UQ Equity,908 Devices Inc,--,--,34.49
MEDP UW Equity,Medpace Holdings Inc,--,--,180.34
ALKS UW Equity,Alkermes PLC,--,--,25.56
VRNS UW Equity,Varonis Systems Inc,--,--,60.51
AMSC UW Equity,American Superconductor Corp,--,--,17.56
COLL UW Equity,Collegium Pharmaceutical Inc,--,--,23.04
PVAC UW Equity,Penn Virginia Corp,--,--,22.56
ATRI UW Equity,Atrion Corp,--,--,594.9
PFPT UW Equity,Proofpoint Inc,--,--,174
RM UN Equity,Regional Management Corp,--,--,45.96
VCRA UN Equity,Vocera Communications Inc,--,--,40.42
TWST UW Equity,Twist Bioscience Corp,--,--,127.65
BMTC UW Equity,Bryn Mawr Bank Corp,--,--,39.79
BDTX UW Equity,Black Diamond Therapeutics Inc,--,--,11.62
BOKF UW Equity,BOK Financial Corp,--,--,83.82
BOOM UW Equity,DMC Global Inc,--,--,56.05
BPOP UW Equity,Popular Inc,--,--,73.55
ARDX UQ Equity,Ardelyx Inc,--,--,8.17
LCTX UA Equity,Lineage Cell Therapeutics Inc,--,--,2.8
AJX UN Equity,Great Ajax Corp,--,--,13.03
MDVL UR Equity,MedAvail Holdings Inc,--,--,11.26
GLOB UN Equity,Globant SA,--,--,218.58
CACC UW Equity,Credit Acceptance Corp,--,--,450.78
WRK UN Equity,Westrock Co,--,--,51.28
CAMP UW Equity,CalAmp Corp,--,--,12.48
NEWR UN Equity,New Relic Inc,--,--,67.42
ALTG UN Equity,Alta Equipment Group Inc,--,--,13.4
OPEN UW Equity,Opendoor Technologies Inc,--,--,17.08
WK UN Equity,Workiva Inc,--,--,120.14
RDNT UQ Equity,RadNet Inc,--,--,34.47
ORC UN Equity,Orchid Island Capital Inc,--,--,5.17
SIBN UQ Equity,SI-BONE Inc,--,--,29.3
CVM UA Equity,CEL-SCI Corp,--,--,8
TGTX UR Equity,TG Therapeutics Inc,--,--,38.86
CPK UN Equity,Chesapeake Utilities Corp,--,--,119.98
CIA UN Equity,Citizens Inc/TX,--,--,5.41
NEX UN Equity,NexTier Oilfield Solutions Inc,--,--,4.7
CDZI UQ Equity,Cadiz Inc,--,--,14.33
ATH UN Equity,Athene Holding Ltd,--,--,69.3
CBTX UW Equity,CBTX Inc,--,--,26.45
COKE UW Equity,Coca-Cola Consolidated Inc,--,--,388.55
MGLN UW Equity,Magellan Health Inc,--,--,94.37
VICI UN Equity,VICI Properties Inc,--,--,30.91
SHAK UN Equity,Shake Shack Inc,--,--,106.56
RRR UW Equity,Red Rock Resorts Inc,--,--,41.35
SKLZ UN Equity,Skillz Inc,--,--,18.9
VINC UR Equity,Vincerx Pharma Inc,--,--,14.24
PTGX UQ Equity,Protagonist Therapeutics Inc,--,--,45.12
ACA UN Equity,Arcosa Inc,--,--,56.32
PFSI UN Equity,PennyMac Financial Services Inc,--,--,60.07
INBK UW Equity,First Internet Bancorp,--,--,30.56
MRNA UW Equity,Moderna Inc,--,--,233.34
VRT UN Equity,Vertiv Holdings Co,--,--,27.61
CVBF UW Equity,CVB Financial Corp,--,--,19.94
OYST UW Equity,Oyster Point Pharma Inc,--,--,17.11
BLD UN Equity,TopBuild Corp,--,--,189.39
CVCO UW Equity,Cavco Industries Inc,--,--,223.54
ENR UN Equity,Energizer Holdings Inc,--,--,42.79
CC UN Equity,Chemours Co/The,--,--,33.93
CABO UN Equity,Cable One Inc,--,--,1944.03
BW UN Equity,Babcock & Wilcox Enterprises Inc,--,--,7.35
LBRDK UW Equity,Liberty Broadband Corp,--,--,175.97
LBRDA UW Equity,Liberty Broadband Corp,--,--,170.08
FLGT UQ Equity,Fulgent Genetics Inc,--,--,90.53
TRHC UQ Equity,Tabula Rasa HealthCare Inc,--,--,47.8
NVST UN Equity,Envista Holdings Corp,--,--,43.25
IGMS UW Equity,IGM Biosciences Inc,--,--,83.22
RXN UN Equity,Rexnord Corp,--,--,50.35
PARR UN Equity,Par Pacific Holdings Inc,--,--,15.9
CWT UN Equity,California Water Service Group,--,--,56.81
HMTV UQ Equity,Hemisphere Media Group Inc,--,--,11.57
ECOL UW Equity,US Ecology Inc,--,--,37.5
MPLN UN Equity,Multiplan Corp,--,--,8.2
ICHR UW Equity,Ichor Holdings Ltd,--,--,51.19
TNXP UQ Equity,Tonix Pharmaceuticals Holding Corp,--,--,1.06
DCO UN Equity,Ducommun Inc,--,--,53.59
RYI UN Equity,Ryerson Holding Corp,--,--,14.02
DSSI UN Equity,Diamond S Shipping Inc,--,--,10.34
PBFS UR Equity,Pioneer Bancorp Inc/NY,--,--,11.88
FULC UQ Equity,Fulcrum Therapeutics Inc,--,--,9.49
MIRM UQ Equity,Mirum Pharmaceuticals Inc,--,--,16.31
IHRT UW Equity,iHeartMedia Inc,--,--,26.2
DGICA UW Equity,Donegal Group Inc,--,--,14.69
CVA UN Equity,Covanta Holding Corp,--,--,17.75
ABBV UN Equity,AbbVie Inc,--,--,115.73
PPC UW Equity,Pilgrim's Pride Corp,--,--,21.87
DJCO UR Equity,Daily Journal Corp,--,--,321.34
ADI UW Equity,Analog Devices Inc,--,--,168.32
SPLK UW Equity,Splunk Inc,--,--,142.91
BCC UN Equity,Boise Cascade Co,--,--,56.28
GATO UN Equity,Gatos Silver Inc,--,--,18.08
MAX UN Equity,MediaAlpha Inc,--,--,39.11
KAMN UN Equity,Kaman Corp,--,--,48.14
PSTG UN Equity,Pure Storage Inc,--,--,19.49
UWMC UN Equity,UWM Holdings Corp,--,--,8.03
COLD UN Equity,Americold Realty Trust,--,--,38.64
AKUS UW Equity,Akouos Inc,--,--,12.52
STKS UR Equity,ONE Group Hospitality Inc/The,--,--,10.66
BDSX UQ Equity,Biodesix Inc,--,--,11.8
ENPH UQ Equity,Enphase Energy Inc,--,--,188.81
TER UW Equity,Teradyne Inc,--,--,126.47
HLNE UW Equity,Hamilton Lane Inc,--,--,92.67
ADT UN Equity,ADT Inc,--,--,10.7
GOEV UW Equity,Canoo Inc,--,--,9.12
GTHX UW Equity,G1 Therapeutics Inc,--,--,20.8
ACI UN Equity,Albertsons Cos Inc,--,--,19.24
EPAC UN Equity,Enerpac Tool Group Corp,--,--,26.75
PETQ UW Equity,PetIQ Inc,--,--,37.17
EVBG UQ Equity,Everbridge Inc,--,--,143.41
BILL UN Equity,Bill.com Holdings Inc,--,--,188.36
INSG UW Equity,Inseego Corp,--,--,9.56
POST UN Equity,Post Holdings Inc,--,--,108.84
AZEK UN Equity,AZEK Co Inc/The,--,--,39.69
ACRS UW Equity,Aclaris Therapeutics Inc,--,--,16.88
ZNTL UQ Equity,Zentalis Pharmaceuticals Inc,--,--,46.83
BHF UW Equity,Brighthouse Financial Inc,--,--,43.67
OSUR UW Equity,OraSure Technologies Inc,--,--,10.4
CTXR UR Equity,Citius Pharmaceuticals Inc,--,--,2.16
FCEL UQ Equity,FuelCell Energy Inc,--,--,8.39
AME UN Equity,AMETEK Inc,--,--,133
ESCA UQ Equity,Escalade Inc,--,--,22.93
BKI UN Equity,Black Knight Inc,--,--,80.89
LOTZ UQ Equity,CarLotz Inc,--,--,5.14
HBB UN Equity,Hamilton Beach Brands Holding Co,--,--,21.69
TWNK UR Equity,Hostess Brands Inc,--,--,16.36
FND UN Equity,Floor & Decor Holdings Inc,--,--,107.32
AGM UN Equity,Federal Agricultural Mortgage Corp,--,--,97.62
PAE UR Equity,PAE Inc,--,--,8.87
FBNC UW Equity,First Bancorp/Southern Pines NC,--,--,39.55
FCNCA UW Equity,First Citizens BancShares Inc/NC,--,--,794.34
CCS UN Equity,Century Communities Inc,--,--,63.38
ISEE UW Equity,IVERIC bio Inc,--,--,8.59
CIVB UR Equity,Civista Bancshares Inc,--,--,22.01
FIXX UW Equity,Homology Medicines Inc,--,--,6.85
LPSN UW Equity,LivePerson Inc,--,--,61.92
FLIC UR Equity,First of Long Island Corp/The,--,--,20.97
AXGN UR Equity,Axogen Inc,--,--,21.6
ASIX UN Equity,AdvanSix Inc,--,--,28.27
DFIN UN Equity,Donnelley Financial Solutions Inc,--,--,32.27
KLDO UW Equity,Kaleido Biosciences Inc,--,--,7.5
DRIO UR Equity,DarioHealth Corp,--,--,20.3
BNFT UQ Equity,Benefitfocus Inc,--,--,13.78
RILY UQ Equity,B Riley Financial Inc,--,--,76.59
TRVN UR Equity,Trevena Inc,--,--,1.61
NTNX UW Equity,Nutanix Inc,--,--,38.48
FRPH UW Equity,FRP Holdings Inc,--,--,55.32
BALY UN Equity,Bally's Corp,--,--,51.84
MDLA UN Equity,Medallia Inc,--,--,33.4
RAPT UQ Equity,RAPT Therapeutics Inc,--,--,31.49
TPL UN Equity,Texas Pacific Land Corp,--,--,1549.11
NWL UW Equity,Newell Brands Inc,--,--,26.51
PPTA UR Equity,Perpetua Resources Corp,--,--,6.73
ABM UN Equity,ABM Industries Inc,--,--,43.4
CYRX UR Equity,CryoPort Inc,--,--,61.07
ZIXI UW Equity,Zix Corp,--,--,7.13
FRBK UQ Equity,Republic First Bancorp Inc,--,--,3.8
CNSL UW Equity,Consolidated Communications Holdings Inc,--,--,8.73
AI UN Equity,C3.ai Inc,--,--,59.99
HY UN Equity,Hyster-Yale Materials Handling Inc,--,--,71.75
GTN UN Equity,Gray Television Inc,--,--,23.11
KNTE UW Equity,Kinnate Biopharma Inc,--,--,22.54
HUBS UN Equity,HubSpot Inc,--,--,602.07
JELD UN Equity,JELD-WEN Holding Inc,--,--,25.38
RCKT UQ Equity,Rocket Pharmaceuticals Inc,--,--,45.31
GIII UW Equity,G-III Apparel Group Ltd,--,--,31.59
EVH UN Equity,Evolent Health Inc,--,--,20.93
LOB UW Equity,Live Oak Bancshares Inc,--,--,58.26
GSBC UW Equity,Great Southern Bancorp Inc,--,--,52.57
BLFS UR Equity,BioLife Solutions Inc,--,--,46.62
VBTX UQ Equity,Veritex Holdings Inc,--,--,34.01
PFG UW Equity,Principal Financial Group Inc,--,--,61.81
VRS UN Equity,Verso Corp,--,--,17.12
FOXF UW Equity,Fox Factory Holding Corp,--,--,152.54
AMOT UQ Equity,Allied Motion Technologies Inc,--,--,33.96
HEI UN Equity,HEICO Corp,--,--,141.06
BYND UW Equity,Beyond Meat Inc,--,--,145.56
CGEM UW Equity,Cullinan Oncology Inc,--,--,25.22
AMED UW Equity,Amedisys Inc,--,--,269.65
AXSM UQ Equity,Axsome Therapeutics Inc,--,--,65.42
REYN UW Equity,Reynolds Consumer Products Inc,--,--,29.96
ONEM UW Equity,1Life Healthcare Inc,--,--,32.92
UTZ UN Equity,Utz Brands Inc,--,--,22.53
ARQT UW Equity,Arcutis Biotherapeutics Inc,--,--,25.44
HIFS UQ Equity,Hingham Institution For Savings The,--,--,298.25
ABTX UQ Equity,Allegiance Bancshares Inc,--,--,37.08
CTMX UW Equity,CytomX Therapeutics Inc,--,--,6.08
WIX UW Equity,Wix.com Ltd,--,--,299.9
TNET UN Equity,TriNet Group Inc,--,--,71.28
HRTG UN Equity,Heritage Insurance Holdings Inc,--,--,8.56
ABUS UW Equity,Arbutus Biopharma Corp,--,--,2.93
INVA UW Equity,Innoviva Inc,--,--,13.68
ICAD UR Equity,iCAD Inc,--,--,17.01
XPEL UR Equity,XPEL Inc,--,--,83.36
CVET UW Equity,Covetrus Inc,--,--,26.06
STRL UW Equity,Sterling Construction Co Inc,--,--,22.29
BNL UN Equity,Broadstone Net Lease Inc,--,--,24.24
PTVE UW Equity,Pactiv Evergreen Inc,--,--,15.39
VC UW Equity,Visteon Corp,--,--,119.5
SUMO UW Equity,Sumo Logic Inc,--,--,21.37
DYN UW Equity,Dyne Therapeutics Inc,--,--,20.73
IDCC UW Equity,InterDigital Inc,--,--,71.32
LW UN Equity,Lamb Weston Holdings Inc,--,--,79.79
ITT UN Equity,ITT Inc,--,--,92.62
GBIO UW Equity,Generation Bio Co,--,--,25.6
EDIT UW Equity,Editas Medicine Inc,--,--,48.14
RNA UQ Equity,Avidity Biosciences Inc,--,--,22.44
PCVX UW Equity,Vaxcyte Inc,--,--,21.74
CPT UN Equity,Camden Property Trust,--,--,136.82
HGEN UR Equity,Humanigen Inc,--,--,16.36
CNS UN Equity,Cohen & Steers Inc,--,--,80.89
IMGN UW Equity,ImmunoGen Inc,--,--,6.25
IMKTA UW Equity,Ingles Markets Inc,--,--,57.62
GWRS UQ Equity,Global Water Resources Inc,--,--,17.35
IHC UN Equity,Independence Holding Co,--,--,46.53
MDP UN Equity,Meredith Corp,--,--,41.35
NYT UN Equity,New York Times Co/The,--,--,43.19
IONS UW Equity,Ionis Pharmaceuticals Inc,--,--,39.33
BOMN UR Equity,Boston Omaha Corp,--,--,30.29
KBAL UW Equity,Kimball International Inc,--,--,12.96
VTRS UW Equity,Viatris Inc,--,--,14.19
KBH UN Equity,KB Home,--,--,40.14
MBI UN Equity,MBIA Inc,--,--,10.64
WTBA UW Equity,West BanCorp Inc,--,--,27.06
TMDX UQ Equity,TransMedics Group Inc,--,--,33.86
AMWL UN Equity,American Well Corp,--,--,12.17
LCUT UW Equity,Lifetime Brands Inc,--,--,14.08
ETWO UN Equity,E2open Parent Holdings Inc,--,--,11.88
MTW UN Equity,Manitowoc Co Inc/The,--,--,22.49
BDN UN Equity,Brandywine Realty Trust,--,--,13.71
ONTF UN Equity,ON24 Inc,--,--,34.96
RRD UN Equity,RR Donnelley & Sons Co,--,--,6.31
LSCC UW Equity,Lattice Semiconductor Corp,--,--,54.74
CTVA UN Equity,Corteva Inc,--,--,44.09
SITC UN Equity,SITE Centers Corp,--,--,14.98
BFC UR Equity,Bank First Corp,--,--,69.58
MKL UN Equity,Markel Corp,--,--,1218.41
FI UN Equity,Frank's International NV,--,--,2.84
AXNX UW Equity,Axonics Inc,--,--,63.67
BTU UN Equity,Peabody Energy Corp,--,--,8.04
GDYN UR Equity,Grid Dynamics Holdings Inc,--,--,20.44
MIDD UW Equity,Middleby Corp/The,--,--,173.95
QLYS UW Equity,Qualys Inc,--,--,106.82
INNV UW Equity,Innovage Holding Corp,--,--,21.08
MGEE UW Equity,MGE Energy Inc,--,--,74.25
PLAY UW Equity,Dave & Buster's Entertainment Inc,--,--,38.89
SNCY UW Equity,Sun Country Airlines Holdings Inc,--,--,36.17
DNMR UN Equity,Danimer Scientific Inc,--,--,25.29
PCT UR Equity,PureCycle Technologies Inc,--,--,19.86
ASH UN Equity,Ashland Global Holdings Inc,--,--,86.01
DM UN Equity,Desktop Metal Inc,--,--,10.68
ETNB UQ Equity,89bio Inc,--,--,16.92
UIS UN Equity,Unisys Corp,--,--,24.99
MGRC UW Equity,McGrath RentCorp,--,--,78.67
TEX UN Equity,Terex Corp,--,--,44.96
MITK UR Equity,Mitek Systems Inc,--,--,19.18
MTG UN Equity,MGIC Investment Corp,--,--,13.82
DDS UN Equity,Dillard's Inc,--,--,179.7
MNR UN Equity,Monmouth Real Estate Investment Corp,--,--,19.09
RCEL UR Equity,Avita Medical Inc,--,--,20.21
USPH UN Equity,US Physical Therapy Inc,--,--,115.31
TELL UR Equity,Tellurian Inc,--,--,4.39
MRTN UW Equity,Marten Transport Ltd,--,--,16.3
MDB UQ Equity,MongoDB Inc,--,--,365.57
MSEX UW Equity,Middlesex Water Co,--,--,82.52
SPT UR Equity,Sprout Social Inc,--,--,94.57
CAC UW Equity,Camden National Corp,--,--,46.19
EVI UA Equity,EVI Industries Inc,--,--,29.76
MGPI UW Equity,MGP Ingredients Inc,--,--,65.07
ALLE UN Equity,Allegion plc,--,--,138.56
NATR UR Equity,Nature's Sunshine Products Inc,--,--,17.95
JRVR UW Equity,James River Group Holdings Ltd,--,--,36.51
BC UN Equity,Brunswick Corp/DE,--,--,98.19
FOR UN Equity,Forestar Group Inc,--,--,20.53
XLRN UQ Equity,Acceleron Pharma Inc,--,--,127.07
GPX UN Equity,GP Strategies Corp,--,--,15.35
ELAN UN Equity,Elanco Animal Health Inc,--,--,34.78
NR UN Equity,Newpark Resources Inc,--,--,3.34
NRIM UW Equity,Northrim BanCorp Inc,--,--,41.38
SNV UN Equity,Synovus Financial Corp,--,--,42.62
NSSC UW Equity,Napco Security Technologies Inc,--,--,36.07
BTX UA Equity,Brooklyn ImmunoTherapeutics Inc,--,--,15.86
IMVT UW Equity,Immunovant Inc,--,--,10.83
FBRX UR Equity,Forte Biosciences Inc,--,--,35.54
REPX UA Equity,Riley Exploration Permian Inc,--,--,25.82
OFG UN Equity,OFG Bancorp,--,--,21.24
OFIX UW Equity,Orthofix Medical Inc,--,--,39.76
GMRE UN Equity,Global Medical REIT Inc,--,--,15.15
SNEX UW Equity,StoneX Group Inc,--,--,62.26
ODC UN Equity,Oil-Dri Corp of America,--,--,34.29
LESL UW Equity,Leslie's Inc,--,--,26.13
OLP UN Equity,One Liberty Properties Inc,--,--,28.4
ALGM UW Equity,Allegro MicroSystems Inc,--,--,28.24
NCR UN Equity,NCR Corp,--,--,46.24
OTTR UW Equity,Otter Tail Corp,--,--,47.98
MXIM UW Equity,Maxim Integrated Products Inc,--,--,102.56
PRK UA Equity,Park National Corp,--,--,113.34
CATC UR Equity,Cambridge Bancorp,--,--,82
NMRK UW Equity,Newmark Group Inc,--,--,11.78
SANM UW Equity,Sanmina Corp,--,--,38.16
RNST UW Equity,Renasant Corp,--,--,37.83
PKOH UW Equity,Park-Ohio Holdings Corp,--,--,31.56
MDXG UR Equity,MiMedx Group Inc,--,--,12.47
CTBI UW Equity,Community Trust Bancorp Inc,--,--,39.59
FIZZ UW Equity,National Beverage Corp,--,--,45.95
PTSI UQ Equity,PAM Transportation Services Inc,--,--,53.82
PTC UW Equity,PTC Inc,--,--,145.58
GOOG UW Equity,Alphabet Inc,--,--,2595.4199
WKHS UR Equity,Workhorse Group Inc,--,--,13.84
QDEL UW Equity,Quidel Corp,--,--,126.8
LPX UN Equity,Louisiana-Pacific Corp,--,--,56.41
RAVN UW Equity,Raven Industries Inc,--,--,57.5
DORM UW Equity,Dorman Products Inc,--,--,103.74
LXFR UN Equity,Luxfer Holdings PLC,--,--,21.87
AMPH UW Equity,Amphastar Pharmaceuticals Inc,--,--,20.49
DTIL UW Equity,Precision BioSciences Inc,--,--,11.62
JBSS UW Equity,John B Sanfilippo & Son Inc,--,--,86.65
CVNA UN Equity,Carvana Co,--,--,316.24
TWOU UW Equity,2U Inc,--,--,43.53
EEX UN Equity,Emerald Holding Inc,--,--,5.59
PDFS UW Equity,PDF Solutions Inc,--,--,18.02
LSTR UW Equity,Landstar System Inc,--,--,156.95
RGEN UW Equity,Repligen Corp,--,--,204.07
OUT UN Equity,Outfront Media Inc,--,--,24.63
SBCF UW Equity,Seacoast Banking Corp of Florida,--,--,32.35
SEB UA Equity,Seaboard Corp,--,--,4024.6201
SGC UQ Equity,Superior Group of Cos Inc,--,--,23.74
SJW UN Equity,SJW Group,--,--,64.32
CRMT UW Equity,America's Car-Mart Inc/TX,--,--,141.71
OCX UQ Equity,Oncocyte Corp,--,--,5.75
SRCE UW Equity,1st Source Corp,--,--,44.29
STAA UQ Equity,STAAR Surgical Co,--,--,145.61
STFC UW Equity,State Auto Financial Corp,--,--,16.59
WSFS UW Equity,WSFS Financial Corp,--,--,44.33
SYBT UW Equity,Stock Yards Bancorp Inc,--,--,49.51
ACHC UW Equity,Acadia Healthcare Co Inc,--,--,62.58
BCOV UW Equity,Brightcove Inc,--,--,14.03
CDMO UR Equity,Avid Bioservices Inc,--,--,26.51
CCXI UW Equity,ChemoCentryx Inc,--,--,14.05
NG UA Equity,Novagold Resources Inc,--,--,8.41
CNBKA UW Equity,Century Bancorp Inc/MA,--,--,114.02
THFF UW Equity,First Financial Corp/IN,--,--,39.88
KDP UW Equity,Keurig Dr Pepper Inc,--,--,34.93
TISI UN Equity,Team Inc,--,--,6.53
EBTC UW Equity,Enterprise Bancorp Inc/MA,--,--,33.46
GMTX UQ Equity,Gemini Therapeutics Inc,--,--,5.73
TRC UN Equity,Tejon Ranch Co,--,--,15.01
HBCP UW Equity,Home Bancorp Inc,--,--,37.89
HST UW Equity,Host Hotels & Resorts Inc,--,--,16.73
HTBI UW Equity,HomeTrust Bancshares Inc,--,--,27.57
TRNS UQ Equity,Transcat Inc,--,--,58.02
PCRX UW Equity,Pacira BioSciences Inc,--,--,57.64
IAC UW Equity,IAC/InterActiveCorp,--,--,148.5
REGI UW Equity,Renewable Energy Group Inc,--,--,61.46
MTCH UW Equity,Match Group Inc,--,--,161.24
SGMO UW Equity,Sangamo Therapeutics Inc,--,--,11.25
ODP UW Equity,ODP Corp/The,--,--,46.2
SPSC UW Equity,SPS Commerce Inc,--,--,102.82
USM UN Equity,United States Cellular Corp,--,--,36.91
OGN UN Equity,Organon & Co,--,--,31
UTL UN Equity,Unitil Corp,--,--,53.53
HMST UW Equity,HomeStreet Inc,--,--,39.14
MSGN UN Equity,MSG Networks Inc,--,--,14.48
VLGEA UW Equity,Village Super Market Inc,--,--,23.66
VSEC UW Equity,VSE Corp,--,--,48.84
SMPL UR Equity,Simply Good Foods Co/The,--,--,37.05
QMCO UQ Equity,Quantum Corp,--,--,6.77
WASH UW Equity,Washington Trust Bancorp Inc,--,--,50.06
INDT UQ Equity,Indus Realty Trust Inc,--,--,66.39
VERU UR Equity,Veru Inc,--,--,7.9
ACRE UN Equity,Ares Commercial Real Estate Corp,--,--,14.93
WRE UN Equity,Washington Real Estate Investment Trust,--,--,23.58
WSBC UW Equity,WesBanco Inc,--,--,34.16
XPER UW Equity,Xperi Holding Corp,--,--,20.86
CR UN Equity,Crane Co,--,--,93.56
DLX UN Equity,Deluxe Corp,--,--,43.6
WOR UN Equity,Worthington Industries Inc,--,--,59.63
FMNB UR Equity,Farmers National Banc Corp,--,--,15.12
DDD UN Equity,3D Systems Corp,--,--,36
FSBC UW Equity,Five Star Bancorp,--,--,24.06
BYRN UR Equity,Byrna Technologies Inc,--,--,21.19
ANIP UQ Equity,ANI Pharmaceuticals Inc,--,--,33.61
OPY UN Equity,Oppenheimer Holdings Inc,--,--,48.7
HNST UW Equity,Honest Co Inc/The,--,--,15.11
SMED UR Equity,Sharps Compliance Corp,--,--,10.19
CLDR UN Equity,Cloudera Inc,--,--,16
BCEI UN Equity,Bonanza Creek Energy Inc,--,--,47.51
TUP UN Equity,Tupperware Brands Corp,--,--,22.16
EYPT UQ Equity,EyePoint Pharmaceuticals Inc,--,--,8.33
PBYI UW Equity,Puma Biotechnology Inc,--,--,8.7
ITI UR Equity,Iteris Inc,--,--,6.24
AQUA UN Equity,Evoqua Water Technologies Corp,--,--,33.19
FNKO UW Equity,Funko Inc,--,--,20.73
BERY UN Equity,Berry Global Group Inc,--,--,65.3
AMBA UW Equity,Ambarella Inc,--,--,103.87
RVLV UN Equity,Revolve Group Inc,--,--,69.9
SPRO UW Equity,Spero Therapeutics Inc,--,--,15.2
DDOG UW Equity,Datadog Inc,--,--,108.68
EHC UN Equity,Encompass Health Corp,--,--,80.8
XGN UQ Equity,Exagen Inc,--,--,14.82
KAI UN Equity,Kadant Inc,--,--,176.09
FLO UN Equity,Flowers Foods Inc,--,--,24.12
NAVI UW Equity,Navient Corp,--,--,18.76
RAMP UN Equity,LiveRamp Holdings Inc,--,--,45.83
IRMD UR Equity,iRadimed Corp,--,--,29.6
TKR UN Equity,Timken Co/The,--,--,78.18
XL UN Equity,XL Fleet Corp,--,--,7.83
APLS UW Equity,Apellis Pharmaceuticals Inc,--,--,69.21
RCL UN Equity,Royal Caribbean Cruises Ltd,--,--,82.97
VSTM UQ Equity,Verastem Inc,--,--,3.94
PING UN Equity,Ping Identity Holding Corp,--,--,22.97
LGND UQ Equity,Ligand Pharmaceuticals Inc,--,--,128.85
LII UN Equity,Lennox International Inc,--,--,345.12
CCK UN Equity,Crown Holdings Inc,--,--,102.32
GRA UN Equity,W R Grace & Co,--,--,69.35
AVT UW Equity,Avnet Inc,--,--,38.93
ANGO UW Equity,AngioDynamics Inc,--,--,27.12
SPCE UN Equity,Virgin Galactic Holdings Inc,--,--,46.31
UVE UN Equity,Universal Insurance Holdings Inc,--,--,13.67
PQG UN Equity,PQ Group Holdings Inc,--,--,14.78
WINA UQ Equity,Winmark Corp,--,--,195.36
RAD UN Equity,Rite Aid Corp,--,--,15.37
KSU UN Equity,Kansas City Southern,--,--,283.21
SPNE UW Equity,SeaSpine Holdings Corp,--,--,19.71
RCKY UW Equity,Rocky Brands Inc,--,--,51.94
PSX UN Equity,Phillips 66,--,--,84.45
FEYE UW Equity,FireEye Inc,--,--,21.22
TMX UN Equity,Terminix Global Holdings Inc,--,--,49.4
SCI UN Equity,Service Corp International/US,--,--,54.33
KOPN UR Equity,Kopin Corp,--,--,7.69
SAVE UN Equity,Spirit Airlines Inc,--,--,30.28
EPAM UN Equity,EPAM Systems Inc,--,--,519.76
U UN Equity,Unity Software Inc,--,--,106.65
NAPA UN Equity,Duckhorn Portfolio Inc/The,--,--,20.57
CFB UW Equity,CrossFirst Bankshares Inc,--,--,13.5
TEN UN Equity,Tenneco Inc,--,--,19.3
DEN UN Equity,Denbury Inc,--,--,73.37
CASA UW Equity,Casa Systems Inc,--,--,8.58
MTX UN Equity,Minerals Technologies Inc,--,--,76.46
SCVL UW Equity,Shoe Carnival Inc,--,--,69.8
ARKO UR Equity,Arko Corp,--,--,8.61
VEI UN Equity,Vine Energy Inc,--,--,14.65
ASLE UR Equity,AerSale Corp,--,--,12.45
NCNO UW Equity,nCino Inc,--,--,61.91
IT UN Equity,Gartner Inc,--,--,254.38
ALG UN Equity,Alamo Group Inc,--,--,149
HR UN Equity,Healthcare Realty Trust Inc,--,--,30.67
SWI UN Equity,SolarWinds Corp,--,--,17.19
GPRO UW Equity,GoPro Inc,--,--,10.88
AMCR UN Equity,Amcor PLC,--,--,11.44
BEPC UN Equity,Brookfield Renewable Corp,--,--,42.09
AEL UN Equity,American Equity Investment Life Holding,--,--,30.79
FL UN Equity,Foot Locker Inc,--,--,60.52
AEP UW Equity,American Electric Power Co Inc,--,--,85.24
MXL UN Equity,MaxLinear Inc,--,--,43.02
CDNA UQ Equity,CareDx Inc,--,--,90.63
SBTX UQ Equity,Silverback Therapeutics Inc,--,--,28.54
SEER UW Equity,Seer Inc,--,--,29
SGTX UW Equity,Sigilon Therapeutics Inc,--,--,9.73
