Ticker,Name,Weight,Shares,Price
HALO UW Equity,Halozyme Therapeutics Inc,--,--,45.14
AMK UN Equity,AssetMark Financial Holdings Inc,--,--,26.01
PHR UN Equity,Phreesia Inc,--,--,59.25
WWD UW Equity,Woodward Inc,--,--,123.72
Y UN Equity,Alleghany Corp,--,--,672.22
REX UN Equity,REX American Resources Corp,--,--,92.26
VGR UN Equity,Vector Group Ltd,--,--,13.81
BRT UN Equity,BRT Apartments Corp,--,--,17.52
CDE UN Equity,Coeur Mining Inc,--,--,8.87
CAR UW Equity,Avis Budget Group Inc,--,--,80.75
ASPU UQ Equity,Aspen Group Inc/CO,--,--,7.1
PRLB UN Equity,Proto Labs Inc,--,--,96.86
EQC UN Equity,Equity Commonwealth,--,--,26.76
HL UN Equity,Hecla Mining Co,--,--,7.59
HXL UN Equity,Hexcel Corp,--,--,64.22
HONE UW Equity,HarborOne Bancorp Inc,--,--,14.61
NHI UN Equity,National Health Investors Inc,--,--,69.21
PAR UN Equity,PAR Technology Corp,--,--,71.87
LJPC UR Equity,La Jolla Pharmaceutical Co,--,--,4.76
RES UN Equity,RPC Inc,--,--,5.43
RPT UN Equity,RPT Realty,--,--,13.31
STE UN Equity,STERIS PLC,--,--,206.8
SFE UN Equity,Safeguard Scientifics Inc,--,--,7.72
OTRK UQ Equity,Ontrak Inc,--,--,33.3
TCI UN Equity,Transcontinental Realty Investors Inc,--,--,30.47
KN UN Equity,Knowles Corp,--,--,19.72
WMK UN Equity,Weis Markets Inc,--,--,52.3
STXB UW Equity,Spirit of Texas Bancshares Inc,--,--,23.37
SI UN Equity,Silvergate Capital Corp,--,--,102.33
BCML UW Equity,BayCom Corp,--,--,17.72
ABMD UW Equity,ABIOMED Inc,--,--,311.54
MASS UQ Equity,908 Devices Inc,--,--,39.58
MEDP UW Equity,Medpace Holdings Inc,--,--,180.26
ALKS UW Equity,Alkermes PLC,--,--,24.13
VRNS UW Equity,Varonis Systems Inc,--,--,58.19
AMSC UW Equity,American Superconductor Corp,--,--,17.58
COLL UW Equity,Collegium Pharmaceutical Inc,--,--,25.28
PVAC UW Equity,Penn Virginia Corp,--,--,25.22
GNSS UR Equity,Genasys Inc,--,--,5.79
ATRI UW Equity,Atrion Corp,--,--,606.13
PFPT UW Equity,Proofpoint Inc,--,--,173.37
RM UN Equity,Regional Management Corp,--,--,50.14
VCRA UN Equity,Vocera Communications Inc,--,--,40.98
TWST UW Equity,Twist Bioscience Corp,--,--,122.56
BMTC UW Equity,Bryn Mawr Bank Corp,--,--,43.28
BDTX UW Equity,Black Diamond Therapeutics Inc,--,--,12.86
BOKF UW Equity,BOK Financial Corp,--,--,90.69
BOOM UW Equity,DMC Global Inc,--,--,56.9
BPOP UW Equity,Popular Inc,--,--,78.17
BRID UQ Equity,Bridgford Foods Corp,--,--,13.96
ARDX UQ Equity,Ardelyx Inc,--,--,8.07
AJX UN Equity,Great Ajax Corp,--,--,12.51
NEXT UR Equity,NextDecade Corp,--,--,4.36
GLOB UN Equity,Globant SA,--,--,226.75
CACC UW Equity,Credit Acceptance Corp,--,--,450
WRK UN Equity,Westrock Co,--,--,53.28
CAMP UW Equity,CalAmp Corp,--,--,12.64
NEWR UN Equity,New Relic Inc,--,--,69.54
ALTG UN Equity,Alta Equipment Group Inc,--,--,13.63
WK UN Equity,Workiva Inc,--,--,113.42
RDNT UQ Equity,RadNet Inc,--,--,34.61
ORC UN Equity,Orchid Island Capital Inc,--,--,5.4
SIBN UQ Equity,SI-BONE Inc,--,--,33.84
CVM UA Equity,CEL-SCI Corp,--,--,25.08
TGTX UR Equity,TG Therapeutics Inc,--,--,39.89
CPK UN Equity,Chesapeake Utilities Corp,--,--,123.09
CIA UN Equity,Citizens Inc/TX,--,--,5.5
VWTR UW Equity,Vidler Water Resouces Inc,--,--,13.4
NEX UN Equity,NexTier Oilfield Solutions Inc,--,--,5.34
CDZI UQ Equity,Cadiz Inc,--,--,13.22
ATH UN Equity,Athene Holding Ltd,--,--,66.91
CBTX UW Equity,CBTX Inc,--,--,27.73
COKE UW Equity,Coca-Cola Consolidated Inc,--,--,405.44
MGLN UW Equity,Magellan Health Inc,--,--,94.25
VICI UN Equity,VICI Properties Inc,--,--,31.88
SHAK UN Equity,Shake Shack Inc,--,--,105.23
RRR UW Equity,Red Rock Resorts Inc,--,--,43.89
SEDG UW Equity,SolarEdge Technologies Inc,--,--,267.71
PTGX UQ Equity,Protagonist Therapeutics Inc,--,--,43.61
ACA UN Equity,Arcosa Inc,--,--,59.33
PFSI UN Equity,PennyMac Financial Services Inc,--,--,63.88
INBK UW Equity,First Internet Bancorp,--,--,30.14
MRNA UW Equity,Moderna Inc,--,--,219.94
VRT UN Equity,Vertiv Holdings Co,--,--,27.15
MTCR UQ Equity,Metacrine Inc,--,--,3.9
CVBF UW Equity,CVB Financial Corp,--,--,21.58
OYST UW Equity,Oyster Point Pharma Inc,--,--,19.4
BLD UN Equity,TopBuild Corp,--,--,191.98
CVCO UW Equity,Cavco Industries Inc,--,--,219.81
ENR UN Equity,Energizer Holdings Inc,--,--,42.2
CC UN Equity,Chemours Co/The,--,--,34.91
CABO UN Equity,Cable One Inc,--,--,1903.59
LBRDK UW Equity,Liberty Broadband Corp,--,--,173.09
LBRDA UW Equity,Liberty Broadband Corp,--,--,167.64
FLGT UQ Equity,Fulgent Genetics Inc,--,--,82.14
TRHC UQ Equity,Tabula Rasa HealthCare Inc,--,--,52.55
NVST UN Equity,Envista Holdings Corp,--,--,43.92
IGMS UW Equity,IGM Biosciences Inc,--,--,83.76
RXN UN Equity,Rexnord Corp,--,--,49.09
PARR UN Equity,Par Pacific Holdings Inc,--,--,16.75
CWT UN Equity,California Water Service Group,--,--,56.5
HMTV UQ Equity,Hemisphere Media Group Inc,--,--,12.96
CYBE UQ Equity,CyberOptics Corp,--,--,40.51
ECOL UW Equity,US Ecology Inc,--,--,37.87
ICHR UW Equity,Ichor Holdings Ltd,--,--,52.6
DCO UN Equity,Ducommun Inc,--,--,53.86
RYI UN Equity,Ryerson Holding Corp,--,--,14.85
DSSI UN Equity,Diamond S Shipping Inc,--,--,10.59
PBFS UR Equity,Pioneer Bancorp Inc/NY,--,--,12.37
FULC UQ Equity,Fulcrum Therapeutics Inc,--,--,9
MIRM UQ Equity,Mirum Pharmaceuticals Inc,--,--,17.65
IHRT UW Equity,iHeartMedia Inc,--,--,27.36
DGICA UW Equity,Donegal Group Inc,--,--,14.55
CVA UN Equity,Covanta Holding Corp,--,--,17.73
ABBV UN Equity,AbbVie Inc,--,--,112.98
PPC UW Equity,Pilgrim's Pride Corp,--,--,23.13
DJCO UR Equity,Daily Journal Corp,--,--,360
ELA UA Equity,Envela Corp,--,--,4.81
ADI UW Equity,Analog Devices Inc,--,--,167.66
SPLK UW Equity,Splunk Inc,--,--,141.24
BCC UN Equity,Boise Cascade Co,--,--,56.48
GATO UN Equity,Gatos Silver Inc,--,--,17.76
MAX UN Equity,MediaAlpha Inc,--,--,43.74
KAMN UN Equity,Kaman Corp,--,--,52.86
PSTG UN Equity,Pure Storage Inc,--,--,20
COLD UN Equity,Americold Realty Trust,--,--,39.1
AKUS UW Equity,Akouos Inc,--,--,15.07
BDSX UQ Equity,Biodesix Inc,--,--,14.19
ENPH UQ Equity,Enphase Energy Inc,--,--,175.39
TREC UN Equity,Trecora Resources,--,--,8.41
PHAS UQ Equity,PhaseBio Pharmaceuticals Inc,--,--,3.89
TER UW Equity,Teradyne Inc,--,--,129.55
HLNE UW Equity,Hamilton Lane Inc,--,--,90.4
ADT UN Equity,ADT Inc,--,--,11.07
GTHX UW Equity,G1 Therapeutics Inc,--,--,23.98
ACI UN Equity,Albertsons Cos Inc,--,--,20.08
EPAC UN Equity,Enerpac Tool Group Corp,--,--,25.41
PETQ UW Equity,PetIQ Inc,--,--,40.19
EVBG UQ Equity,Everbridge Inc,--,--,138.47
BILL UN Equity,Bill.com Holdings Inc,--,--,189.46
INSG UW Equity,Inseego Corp,--,--,10.47
POST UN Equity,Post Holdings Inc,--,--,109.77
EML UQ Equity,Eastern Co/The,--,--,31.33
AZEK UN Equity,AZEK Co Inc/The,--,--,41.97
ZNTL UQ Equity,Zentalis Pharmaceuticals Inc,--,--,51.47
BHF UW Equity,Brighthouse Financial Inc,--,--,46.55
CBIO UR Equity,Catalyst Biosciences Inc,--,--,4.54
OSUR UW Equity,OraSure Technologies Inc,--,--,9.56
FCEL UQ Equity,FuelCell Energy Inc,--,--,8.86
AME UN Equity,AMETEK Inc,--,--,133.65
ESCA UQ Equity,Escalade Inc,--,--,22.87
BKI UN Equity,Black Knight Inc,--,--,78.27
HBB UN Equity,Hamilton Beach Brands Holding Co,--,--,21.82
TWNK UR Equity,Hostess Brands Inc,--,--,16.54
FND UN Equity,Floor & Decor Holdings Inc,--,--,104.52
AGM UN Equity,Federal Agricultural Mortgage Corp,--,--,103.64
PAE UR Equity,PAE Inc,--,--,9.11
FBNC UW Equity,First Bancorp/Southern Pines NC,--,--,43.53
FCNCA UW Equity,First Citizens BancShares Inc/NC,--,--,866.35
CCS UN Equity,Century Communities Inc,--,--,66.24
ISEE UW Equity,IVERIC bio Inc,--,--,6.09
CIVB UR Equity,Civista Bancshares Inc,--,--,22.36
FIXX UW Equity,Homology Medicines Inc,--,--,7.31
LPSN UW Equity,LivePerson Inc,--,--,64.38
FLIC UR Equity,First of Long Island Corp/The,--,--,20.95
AXGN UR Equity,Axogen Inc,--,--,22.08
ASIX UN Equity,AdvanSix Inc,--,--,29.72
DFIN UN Equity,Donnelley Financial Solutions Inc,--,--,33.13
IDN UQ Equity,Intellicheck Inc,--,--,8.44
KLDO UW Equity,Kaleido Biosciences Inc,--,--,7.31
STRS UW Equity,Stratus Properties Inc,--,--,24.74
BNFT UQ Equity,Benefitfocus Inc,--,--,14.44
FONR UR Equity,FONAR Corp,--,--,17.54
RILY UQ Equity,B Riley Financial Inc,--,--,76.21
NTNX UW Equity,Nutanix Inc,--,--,39.95
OPBK UQ Equity,OP Bancorp,--,--,9.86
FRPH UW Equity,FRP Holdings Inc,--,--,62.45
BALY UN Equity,Bally's Corp,--,--,53.6
MDLA UN Equity,Medallia Inc,--,--,33.83
RAPT UQ Equity,RAPT Therapeutics Inc,--,--,34.65
FSTR UW Equity,L B Foster Co,--,--,18.17
NWL UW Equity,Newell Brands Inc,--,--,26.62
ABM UN Equity,ABM Industries Inc,--,--,45.02
FUNC UW Equity,First United Corp,--,--,18.26
CYRX UR Equity,CryoPort Inc,--,--,63.17
ZIXI UW Equity,Zix Corp,--,--,7.06
FRBK UQ Equity,Republic First Bancorp Inc,--,--,4.39
CNSL UW Equity,Consolidated Communications Holdings Inc,--,--,8.84
AI UN Equity,C3.ai Inc,--,--,64.15
HY UN Equity,Hyster-Yale Materials Handling Inc,--,--,73.02
GTN UN Equity,Gray Television Inc,--,--,23.81
GENC UQ Equity,Gencor Industries Inc,--,--,12.43
KNTE UW Equity,Kinnate Biopharma Inc,--,--,24.74
HUBS UN Equity,HubSpot Inc,--,--,582.31
JELD UN Equity,JELD-WEN Holding Inc,--,--,26.48
RCKT UQ Equity,Rocket Pharmaceuticals Inc,--,--,42.94
GIII UW Equity,G-III Apparel Group Ltd,--,--,33.09
EVH UN Equity,Evolent Health Inc,--,--,21.47
LOB UW Equity,Live Oak Bancshares Inc,--,--,61.41
GSBC UW Equity,Great Southern Bancorp Inc,--,--,53.98
BLFS UR Equity,BioLife Solutions Inc,--,--,44.62
MMAC UR Equity,MMA Capital Holdings Inc,--,--,27.04
VBTX UQ Equity,Veritex Holdings Inc,--,--,37.89
PFG UW Equity,Principal Financial Group Inc,--,--,64.36
FNWB UQ Equity,First Northwest Bancorp,--,--,17.86
VRS UN Equity,Verso Corp,--,--,18.24
FOXF UW Equity,Fox Factory Holding Corp,--,--,153.93
GDP UA Equity,Goodrich Petroleum Corp,--,--,14.45
AMOT UQ Equity,Allied Motion Technologies Inc,--,--,34.77
HEI UN Equity,HEICO Corp,--,--,142.77
BYND UW Equity,Beyond Meat Inc,--,--,148.01
CGEM UW Equity,Cullinan Oncology Inc,--,--,27.5
AMED UW Equity,Amedisys Inc,--,--,249.72
AXSM UQ Equity,Axsome Therapeutics Inc,--,--,73.5
REYN UW Equity,Reynolds Consumer Products Inc,--,--,29.97
ONEM UW Equity,1Life Healthcare Inc,--,--,32.65
ARQT UW Equity,Arcutis Biotherapeutics Inc,--,--,27.39
HIFS UQ Equity,Hingham Institution For Savings The,--,--,292.25
ABTX UQ Equity,Allegiance Bancshares Inc,--,--,39.93
CTMX UW Equity,CytomX Therapeutics Inc,--,--,6.45
TNET UN Equity,TriNet Group Inc,--,--,74.39
HRTG UN Equity,Heritage Insurance Holdings Inc,--,--,8.5
INVA UW Equity,Innoviva Inc,--,--,13.5
ICAD UR Equity,iCAD Inc,--,--,16.43
XPEL UR Equity,XPEL Inc,--,--,86.32
HURC UW Equity,Hurco Cos Inc,--,--,35.07
CVET UW Equity,Covetrus Inc,--,--,27.71
STRL UW Equity,Sterling Construction Co Inc,--,--,23.35
BNL UN Equity,Broadstone Net Lease Inc,--,--,23.47
PTVE UW Equity,Pactiv Evergreen Inc,--,--,15.96
VC UW Equity,Visteon Corp,--,--,121.29
SUMO UW Equity,Sumo Logic Inc,--,--,21.48
DYN UW Equity,Dyne Therapeutics Inc,--,--,21.84
IDCC UW Equity,InterDigital Inc,--,--,74.76
LW UN Equity,Lamb Weston Holdings Inc,--,--,80.68
ITT UN Equity,ITT Inc,--,--,91.52
GBIO UW Equity,Generation Bio Co,--,--,26.99
EDIT UW Equity,Editas Medicine Inc,--,--,41.88
RNA UQ Equity,Avidity Biosciences Inc,--,--,29.26
PCVX UW Equity,Vaxcyte Inc,--,--,24
CPT UN Equity,Camden Property Trust,--,--,135.22
CNS UN Equity,Cohen & Steers Inc,--,--,82.07
IMGN UW Equity,ImmunoGen Inc,--,--,6.96
IMKTA UW Equity,Ingles Markets Inc,--,--,59.49
GWRS UQ Equity,Global Water Resources Inc,--,--,16.66
IHC UN Equity,Independence Holding Co,--,--,46.5
MDP UN Equity,Meredith Corp,--,--,40.64
NYT UN Equity,New York Times Co/The,--,--,44.12
IONS UW Equity,Ionis Pharmaceuticals Inc,--,--,38.93
BOMN UR Equity,Boston Omaha Corp,--,--,32.55
KBAL UW Equity,Kimball International Inc,--,--,13.26
VTRS UW Equity,Viatris Inc,--,--,14.57
KBH UN Equity,KB Home,--,--,40.07
MBI UN Equity,MBIA Inc,--,--,11.03
WTBA UW Equity,West BanCorp Inc,--,--,27.23
TMDX UQ Equity,TransMedics Group Inc,--,--,33.78
LAKE UQ Equity,Lakeland Industries Inc,--,--,22.58
AMWL UN Equity,American Well Corp,--,--,13.73
LCUT UW Equity,Lifetime Brands Inc,--,--,14.01
MTW UN Equity,Manitowoc Co Inc/The,--,--,25.67
BDN UN Equity,Brandywine Realty Trust,--,--,14.15
ONTF UN Equity,ON24 Inc,--,--,37.3
LSCC UW Equity,Lattice Semiconductor Corp,--,--,55.87
CTVA UN Equity,Corteva Inc,--,--,44.16
SITC UN Equity,SITE Centers Corp,--,--,15.02
LYTS UW Equity,LSI Industries Inc,--,--,8.24
BFC UR Equity,Bank First Corp,--,--,70.51
MKL UN Equity,Markel Corp,--,--,1195.6
FI UN Equity,Frank's International NV,--,--,3.3
AXNX UW Equity,Axonics Inc,--,--,66.9
BTU UN Equity,Peabody Energy Corp,--,--,7.77
GDYN UR Equity,Grid Dynamics Holdings Inc,--,--,17.83
MIDD UW Equity,Middleby Corp/The,--,--,171.12
QLYS UW Equity,Qualys Inc,--,--,101.54
MGEE UW Equity,MGE Energy Inc,--,--,76
RIG UN Equity,Transocean Ltd,--,--,4.44
PLAY UW Equity,Dave & Buster's Entertainment Inc,--,--,40.69
AGRX UR Equity,Agile Therapeutics Inc,--,--,1.35
ASH UN Equity,Ashland Global Holdings Inc,--,--,88.66
ETNB UQ Equity,89bio Inc,--,--,21.77
UIS UN Equity,Unisys Corp,--,--,26.03
MGRC UW Equity,McGrath RentCorp,--,--,81
TEX UN Equity,Terex Corp,--,--,47.25
MITK UR Equity,Mitek Systems Inc,--,--,19.27
MTG UN Equity,MGIC Investment Corp,--,--,14.17
DDS UN Equity,Dillard's Inc,--,--,183.39
MNR UN Equity,Monmouth Real Estate Investment Corp,--,--,18.83
USPH UN Equity,US Physical Therapy Inc,--,--,119.8
TELL UR Equity,Tellurian Inc,--,--,4.27
MRTN UW Equity,Marten Transport Ltd,--,--,16.58
MDB UQ Equity,MongoDB Inc,--,--,379.23
MSEX UW Equity,Middlesex Water Co,--,--,82.87
AGTC UQ Equity,Applied Genetic Technologies Corp/DE,--,--,4.12
SPT UR Equity,Sprout Social Inc,--,--,89.47
CAC UW Equity,Camden National Corp,--,--,49.2
EVI UA Equity,EVI Industries Inc,--,--,29
MGPI UW Equity,MGP Ingredients Inc,--,--,65.29
ALLE UN Equity,Allegion plc,--,--,138.85
NATR UR Equity,Nature's Sunshine Products Inc,--,--,18.11
JRVR UW Equity,James River Group Holdings Ltd,--,--,36.92
BC UN Equity,Brunswick Corp/DE,--,--,99.01
FOR UN Equity,Forestar Group Inc,--,--,20.72
XLRN UQ Equity,Acceleron Pharma Inc,--,--,127.22
GPX UN Equity,GP Strategies Corp,--,--,15.2
ELAN UN Equity,Elanco Animal Health Inc,--,--,35.04
NR UN Equity,Newpark Resources Inc,--,--,3.7
PCTI UW Equity,PCTEL Inc,--,--,6.74
NRIM UW Equity,Northrim BanCorp Inc,--,--,42.47
SNV UN Equity,Synovus Financial Corp,--,--,46.06
NSSC UW Equity,Napco Security Technologies Inc,--,--,37.72
IMVT UW Equity,Immunovant Inc,--,--,11.41
OFG UN Equity,OFG Bancorp,--,--,23.23
OFIX UW Equity,Orthofix Medical Inc,--,--,41.76
GMRE UN Equity,Global Medical REIT Inc,--,--,15
SNEX UW Equity,StoneX Group Inc,--,--,62.62
ODC UN Equity,Oil-Dri Corp of America,--,--,34.55
LESL UW Equity,Leslie's Inc,--,--,27.62
OLP UN Equity,One Liberty Properties Inc,--,--,28.86
ALGM UW Equity,Allegro MicroSystems Inc,--,--,27.32
NCR UN Equity,NCR Corp,--,--,46.6
OTTR UW Equity,Otter Tail Corp,--,--,48.98
MXIM UW Equity,Maxim Integrated Products Inc,--,--,102.66
PRK UA Equity,Park National Corp,--,--,121.57
CATC UR Equity,Cambridge Bancorp,--,--,84.33
PEBK UQ Equity,Peoples Bancorp of North Carolina Inc,--,--,25.65
NMRK UW Equity,Newmark Group Inc,--,--,12.51
SANM UW Equity,Sanmina Corp,--,--,38.75
RNST UW Equity,Renasant Corp,--,--,41.94
PKOH UW Equity,Park-Ohio Holdings Corp,--,--,33.34
CTBI UW Equity,Community Trust Bancorp Inc,--,--,40.7
PIRS UR Equity,Pieris Pharmaceuticals Inc,--,--,4
PNRG UR Equity,PrimeEnergy Resources Corp,--,--,45.9
FIZZ UW Equity,National Beverage Corp,--,--,47.38
PTSI UQ Equity,PAM Transportation Services Inc,--,--,52.05
PTC UW Equity,PTC Inc,--,--,138.69
GOOG UW Equity,Alphabet Inc,--,--,2539.8999
NAV UN Equity,Navistar International Corp,--,--,44.45
WKHS UR Equity,Workhorse Group Inc,--,--,15.61
AVCO UR Equity,Avalon GloboCare Corp,--,--,1.02
QDEL UW Equity,Quidel Corp,--,--,119.09
LPX UN Equity,Louisiana-Pacific Corp,--,--,58.07
RAVN UW Equity,Raven Industries Inc,--,--,57.67
DORM UW Equity,Dorman Products Inc,--,--,100.16
LXFR UN Equity,Luxfer Holdings PLC,--,--,21
REFR UR Equity,Research Frontiers Inc,--,--,2.38
AMPH UW Equity,Amphastar Pharmaceuticals Inc,--,--,20.92
DTIL UW Equity,Precision BioSciences Inc,--,--,11.39
JBSS UW Equity,John B Sanfilippo & Son Inc,--,--,88.15
CVNA UN Equity,Carvana Co,--,--,300.16
TWOU UW Equity,2U Inc,--,--,40.58
EEX UN Equity,Emerald Holding Inc,--,--,5.43
PDFS UW Equity,PDF Solutions Inc,--,--,18.43
LSTR UW Equity,Landstar System Inc,--,--,160.6
RGEN UW Equity,Repligen Corp,--,--,191.62
OUT UN Equity,Outfront Media Inc,--,--,24.58
SBCF UW Equity,Seacoast Banking Corp of Florida,--,--,34.6
SEB UA Equity,Seaboard Corp,--,--,4143.46
SGC UQ Equity,Superior Group of Cos Inc,--,--,23.47
SJW UN Equity,SJW Group,--,--,65.29
CRMT UW Equity,America's Car-Mart Inc/TX,--,--,144.69
OCX UQ Equity,Oncocyte Corp,--,--,5.81
IIN UQ Equity,IntriCon Corp,--,--,20.93
ENOB UR Equity,Enochian Biosciences Inc,--,--,5.42
SNFCA UQ Equity,Security National Financial Corp,--,--,9
SRCE UW Equity,1st Source Corp,--,--,45.76
STAA UQ Equity,STAAR Surgical Co,--,--,152.79
STFC UW Equity,State Auto Financial Corp,--,--,17.74
WSFS UW Equity,WSFS Financial Corp,--,--,48.46
SYBT UW Equity,Stock Yards Bancorp Inc,--,--,51.4
ACHC UW Equity,Acadia Healthcare Co Inc,--,--,65.56
BCOV UW Equity,Brightcove Inc,--,--,14.42
LCNB UR Equity,LCNB Corp,--,--,16.37
CDMO UR Equity,Avid Bioservices Inc,--,--,25.1
CCXI UW Equity,ChemoCentryx Inc,--,--,13.77
NG UA Equity,Novagold Resources Inc,--,--,8.01
CNBKA UW Equity,Century Bancorp Inc/MA,--,--,113.77
THFF UW Equity,First Financial Corp/IN,--,--,42.43
KDP UW Equity,Keurig Dr Pepper Inc,--,--,34.86
TISI UN Equity,Team Inc,--,--,7.63
EBTC UW Equity,Enterprise Bancorp Inc/MA,--,--,33.34
TRC UN Equity,Tejon Ranch Co,--,--,15.68
HBCP UW Equity,Home Bancorp Inc,--,--,38.51
HST UW Equity,Host Hotels & Resorts Inc,--,--,17.57
HTBI UW Equity,HomeTrust Bancshares Inc,--,--,28
TRNS UQ Equity,Transcat Inc,--,--,57.6
PCRX UW Equity,Pacira BioSciences Inc,--,--,63.52
IAC UW Equity,IAC/InterActiveCorp,--,--,152.46
REGI UW Equity,Renewable Energy Group Inc,--,--,62.01
MTCH UW Equity,Match Group Inc,--,--,161.99
SGMO UW Equity,Sangamo Therapeutics Inc,--,--,12.02
ODP UW Equity,ODP Corp/The,--,--,48.46
SPSC UW Equity,SPS Commerce Inc,--,--,102.64
USM UN Equity,United States Cellular Corp,--,--,36.83
WTRE UW Equity,Watford Holdings Ltd,--,--,34.85
OGN UN Equity,Organon & Co,--,--,30.19
UTL UN Equity,Unitil Corp,--,--,54.49
HMST UW Equity,HomeStreet Inc,--,--,41.49
MSGN UN Equity,MSG Networks Inc,--,--,15.14
VLGEA UW Equity,Village Super Market Inc,--,--,23.63
VSEC UW Equity,VSE Corp,--,--,50.18
ASUR UR Equity,Asure Software Inc,--,--,8.86
SMPL UR Equity,Simply Good Foods Co/The,--,--,35.86
QMCO UQ Equity,Quantum Corp,--,--,7.07
WASH UW Equity,Washington Trust Bancorp Inc,--,--,51.97
INDT UQ Equity,Indus Realty Trust Inc,--,--,66.67
WEYS UW Equity,Weyco Group Inc,--,--,23.14
VERU UR Equity,Veru Inc,--,--,8.19
ACRE UN Equity,Ares Commercial Real Estate Corp,--,--,15.09
WRE UN Equity,Washington Real Estate Investment Trust,--,--,23.62
WSBC UW Equity,WesBanco Inc,--,--,37.15
XPER UW Equity,Xperi Holding Corp,--,--,22.16
CR UN Equity,Crane Co,--,--,92.1
DLX UN Equity,Deluxe Corp,--,--,47.71
WOR UN Equity,Worthington Industries Inc,--,--,60.19
FMNB UR Equity,Farmers National Banc Corp,--,--,16.19
DDD UN Equity,3D Systems Corp,--,--,39.3
ANIP UQ Equity,ANI Pharmaceuticals Inc,--,--,33.04
OPY UN Equity,Oppenheimer Holdings Inc,--,--,52.34
SMED UR Equity,Sharps Compliance Corp,--,--,10.73
CLDR UN Equity,Cloudera Inc,--,--,15.77
BCEI UN Equity,Bonanza Creek Energy Inc,--,--,49.05
TUP UN Equity,Tupperware Brands Corp,--,--,23.25
PBYI UW Equity,Puma Biotechnology Inc,--,--,9.63
ITI UR Equity,Iteris Inc,--,--,6.74
AQUA UN Equity,Evoqua Water Technologies Corp,--,--,33.48
FNKO UW Equity,Funko Inc,--,--,22
BERY UN Equity,Berry Global Group Inc,--,--,66.09
AMBA UW Equity,Ambarella Inc,--,--,103.85
SPRO UW Equity,Spero Therapeutics Inc,--,--,14.9
DDOG UW Equity,Datadog Inc,--,--,106.06
EHC UN Equity,Encompass Health Corp,--,--,81.12
XGN UQ Equity,Exagen Inc,--,--,15.25
KAI UN Equity,Kadant Inc,--,--,178.65
FLO UN Equity,Flowers Foods Inc,--,--,24.17
AYTU UR Equity,Aytu BioPharma Inc,--,--,5.22
NAVI UW Equity,Navient Corp,--,--,19.16
RAMP UN Equity,LiveRamp Holdings Inc,--,--,49.65
EXTN UN Equity,Exterran Corp,--,--,5.21
IRMD UR Equity,iRadimed Corp,--,--,28.45
TKR UN Equity,Timken Co/The,--,--,80.74
MLP UN Equity,Maui Land & Pineapple Co Inc,--,--,10.63
CSBR UR Equity,Champions Oncology Inc,--,--,9.54
APLS UW Equity,Apellis Pharmaceuticals Inc,--,--,63
RCL UN Equity,Royal Caribbean Cruises Ltd,--,--,89.22
VSTM UQ Equity,Verastem Inc,--,--,4.31
PING UN Equity,Ping Identity Holding Corp,--,--,23.84
LGND UQ Equity,Ligand Pharmaceuticals Inc,--,--,139.37
LII UN Equity,Lennox International Inc,--,--,331.01
CCK UN Equity,Crown Holdings Inc,--,--,102.3
GRA UN Equity,W R Grace & Co,--,--,69.08
AVT UW Equity,Avnet Inc,--,--,40.34
ANGO UW Equity,AngioDynamics Inc,--,--,27.9
SPCE UN Equity,Virgin Galactic Holdings Inc,--,--,55.91
UVE UN Equity,Universal Insurance Holdings Inc,--,--,14.02
PQG UN Equity,PQ Group Holdings Inc,--,--,15.34
WINA UQ Equity,Winmark Corp,--,--,190.94
ULBI UQ Equity,Ultralife Corp,--,--,8.9
RAD UN Equity,Rite Aid Corp,--,--,16.41
KSU UN Equity,Kansas City Southern,--,--,286.47
SPNE UW Equity,SeaSpine Holdings Corp,--,--,20.94
NC UN Equity,NACCO Industries Inc,--,--,25.88
RCKY UW Equity,Rocky Brands Inc,--,--,55.44
PSX UN Equity,Phillips 66,--,--,90.04
OSMT UW Equity,Osmotica Pharmaceuticals PLC,--,--,3.78
FEYE UW Equity,FireEye Inc,--,--,20.83
TMX UN Equity,Terminix Global Holdings Inc,--,--,48.86
SCI UN Equity,Service Corp International/US,--,--,53.85
SAVE UN Equity,Spirit Airlines Inc,--,--,32.01
EPAM UN Equity,EPAM Systems Inc,--,--,523.15
U UN Equity,Unity Software Inc,--,--,110.15
CFB UW Equity,CrossFirst Bankshares Inc,--,--,14.51
TEN UN Equity,Tenneco Inc,--,--,20.89
VERY UR Equity,Vericity Inc,--,--,9.65
CASA UW Equity,Casa Systems Inc,--,--,9.41
MTX UN Equity,Minerals Technologies Inc,--,--,79.2
SCVL UW Equity,Shoe Carnival Inc,--,--,74.97
NCNO UW Equity,nCino Inc,--,--,62.24
IT UN Equity,Gartner Inc,--,--,241.95
ALG UN Equity,Alamo Group Inc,--,--,152.65
HR UN Equity,Healthcare Realty Trust Inc,--,--,30.67
SWI UN Equity,SolarWinds Corp,--,--,17.29
GPRO UW Equity,GoPro Inc,--,--,11.6
FCAP UR Equity,First Capital Inc,--,--,44.84
AMCR UN Equity,Amcor PLC,--,--,11.61
CHMI UN Equity,Cherry Hill Mortgage Investment Corp,--,--,10.52
BEPC UN Equity,Brookfield Renewable Corp,--,--,40.33
AEL UN Equity,American Equity Investment Life Holding,--,--,33.5
FL UN Equity,Foot Locker Inc,--,--,63.39
