Ticker,Entry DT,Exit DT,Entry Price,Exit Price,Amount,PNL,Trade %,MV %,diff_score,diff_score_dev,cap,cap_dev,vola,vola_dev,inv_vola,inv_vola_norm
0772031D,2002-07-09,2002-07-10,2.5998,1.7735353904092857,-216939,179249.01814,31.781852819090485,15.889690133158027,0.23809523809523808,6.26946063360662,203559785.0,0.33515513064235175,0.20977035144389367,,4.767117913073934,1.0
RETK,2002-07-09,2002-07-10,6.47792,6.49198,87312,1227.6067199999773,0.2170449774001491,0.10882229977375386,-0.6268053148469093,-15.314470371453224,409565510.0,0.9611310237495331,0.15217908121000207,,6.571205398592421,1.0
PRGNQ,2002-07-10,2002-07-11,0.71358,0.7013989148375348,-921521,11225.125780000082,1.7070384767601654,0.8578225110069847,0.2241379310344828,6.806854966110627,6148845.0,-0.2602519730910155,0.21704630424538537,,4.607311806007225,1.0
ULGX,2002-07-10,2002-07-11,5.10530525,4.635700000000001,128539,-60362.589229749865,-9.198377511315293,-4.612900459093726,-0.42091865756541524,-10.990271627909808,10781255.5125,-0.24642063627083163,0.11160477071053289,,8.960190443773058,1.0
AGR_B,2002-07-11,2002-07-12,23.957,25.350561885886343,-26237,-36562.88319999996,-5.816929857187219,-2.9031457030786316,0.4634146341463416,10.965176102766756,60489200.0,-0.11075730799291654,0.1468687074624826,4.641217453261334,6.808802346513797,1.0
4107485Q,2002-07-11,2002-07-12,9.3236,9.7754,67710,30591.37799999991,4.845767729203297,2.428999570579653,-0.5338345864661653,-12.447590221633615,234848716.0,0.3526114547812639,0.11996797217156455,3.5097923323870552,8.335558081868,1.0
NXTL,2002-07-12,2002-07-15,4.3962,5.009992979352274,-142437,-87426.83059999986,-13.961898443025204,-6.97488770693621,0.32530120481927727,8.856485337208403,413792121.0,0.6998030587765542,0.09957102964034473,2.6253764566460736,10.043081844308002,1.0
CMKC,2002-07-12,2002-07-15,2.72042,2.48002,231264,-55595.86559999994,-8.836870777306435,-4.435422362547796,-0.444672131147541,-11.738853137474349,7231475.0,-0.2531753371403947,0.11124712318169448,3.1131719625058163,8.988996491772186,1.0
1742858D,2002-07-15,2002-07-16,1.34232,1.4027975865173201,-414339,-25058.222719999918,-4.505452240696716,-2.256625901978765,0.24074074074074073,6.587461952092339,3854732.0,-0.2527065750293427,0.12174742214606508,3.572216618713763,8.213726273401184,1.0
3406956Q,2002-07-15,2002-07-16,14.012960000000001,12.978979999999998,39714,-41063.48172000013,-7.378740822781219,-3.69798439060183,-0.36396724294813465,-9.417800847947175,60720182.0,-0.1349357025540243,0.08598126117464046,2.0657837380077115,11.630441172162554,1.0
NXTL,2002-07-16,2002-07-17,6.52194,6.232427494059678,-79962,23149.999000000014,4.439055034856528,2.2167808952942294,0.30600000000000005,7.481905065130394,1087867080.0,1.8729361626792354,0.11842560860957448,3.449192399599976,8.444119576339268,1.0
ASGN,2002-07-16,2002-07-17,9.023000000000001,9.48598,58017,26860.710659999895,5.1311093871217786,2.5721085441564724,-0.38482570061517435,-9.14888755104066,58270394.0,-0.14652737691262646,0.08720152448623808,2.1325532243861987,11.467689422767116,1.0
INFS,2002-07-17,2002-07-18,12.6796,11.763456788988696,-43083,39470.19796000003,7.225332116244237,3.606831552574911,0.23420796890184647,5.866750788814069,27728854.0,-0.2063589117689834,0.08147909995644503,1.8557752222446078,12.273085988119087,1.0
COF,2002-07-17,2002-07-18,30.54596,33.23838,17951,48331.631419999976,8.814324382013197,4.416599414316106,-0.39762845849802375,-10.311530210182482,2383277372.0,4.265237531392935,0.09202516542384458,2.29691070416318,10.866592799852667,1.0
0772031D,2002-07-18,2002-07-19,2.73952,2.494975364253761,-215715,52751.946099999965,8.926550481333923,4.462488138811209,0.14644351464435149,4.610870295202843,218602599.0,0.1765201333971597,0.22168197094854608,7.7828868923338135,4.510966749894636,1.0
NSIT,2002-07-18,2002-07-19,13.39172,15.653619999999998,44241,100068.71789999995,16.890287431338162,8.465194172140599,-0.43723673125526535,-10.66894203467035,200995860.0,0.14128416762835488,0.10342433634313941,2.7835127190827706,9.668904199512752,1.0
VIRL,2002-07-19,2002-07-22,9.296380000000001,10.91176605163684,-71693,-115811.87219999995,-17.376506249065116,-8.675434920160944,0.26151761517615185,6.511928391959584,11157851.0,-0.23265464856854545,0.10806015587133105,2.9336941293086274,9.254104733947598,1.0
SCUR,2002-07-19,2002-07-22,3.0610999999999997,3.30836,218842,54110.87292000006,8.077488484531713,4.0534303398521505,-0.48217317487266553,-10.267729667462552,28389033.0,-0.201058744855598,0.12133633123867998,3.491890835521843,8.241554609335482,1.0
SOLUQ,2002-07-22,2002-07-23,5.494,5.460891360616507,-115749,3832.2918999999515,0.6026326789860426,0.3009875726120889,0.24153498871331835,5.688310599802834,21554938.0,-0.21046245768820848,0.07479829699801432,1.5161562695494657,13.369288341237864,1.0
WMB,2002-07-22,2002-07-23,1.6495825999999998,0.9647566,387875,-265626.8847499999,-41.515108124928084,-20.862291638435625,-0.6104663581345674,-12.943949655855334,194410254.69,0.1011870408125819,0.1511276823548266,4.728885313648759,6.6169214297360845,1.0
CKR,2002-07-23,2002-07-24,6.052879999999999,6.272508017063702,-83452,-18328.39728000011,-3.6284878778978373,-1.812100862207343,0.1631477927063339,3.9099675616539833,31742392.0,-0.1870478827985566,0.07427060959006042,1.4284216437374413,13.464276185688252,1.0
DYNIQ,2002-07-23,2002-07-24,6.1673,4.8852,82231,-105428.36509999998,-20.78867575762489,-10.4235426797132,-0.6360946745562129,-11.454360203114641,142926432.0,0.006088678701919629,0.1597102231999168,4.995836256377831,6.2613399440826845,1.0
IRIC,2002-07-24,2002-07-25,5.5439,4.719407495467107,-79971,65935.49007999999,14.87206667748143,7.427778475695793,0.3470873786407766,5.360452633794325,7025450.930000001,-0.2251345477490079,0.11948795075441625,3.2258098262253063,8.369044691839274,1.0
SBYN,2002-07-24,2002-07-25,1.2865579999999999,1.3423000000000003,347024,19343.81180800014,4.332645710492679,2.1791230915405913,-0.3821256038647343,-7.363480162899321,4620852.592,-0.22902565763056468,0.10997216904272993,2.825881242378674,9.093209752109626,1.0
CNP,2002-07-25,2002-07-26,7.1404006,7.2454473031950855,-68042,-7147.587778799975,-1.47115980012501,-0.7346175526709053,0.6296355389419462,10.70231881345595,183092415.57,0.04782423276345788,0.1914145117871675,6.208547571989407,5.2242642977450595,1.0
DYNIQ,2002-07-25,2002-07-26,2.5601,3.3882,190777,157982.43370000002,32.34639271903442,16.237179927179938,-0.47959183673469397,-8.042350442799743,146259679.0,-0.009053489291684657,0.18627056269843192,5.992434291967644,5.36853481040361,1.0
2255780Q,2002-07-26,2002-07-29,2.8493,4.208394927925826,-197158,-267956.4378,-47.699256937697896,-23.843740143513372,0.7701863354037269,16.237201874714124,24169257.0,-0.20005432335060852,0.2122057098261458,7.193032088306633,4.7124085436686505,1.0
XEL,2002-07-26,2002-07-29,7.5701,5.64368,74423,-143369.95566,-25.44774837848906,-12.757581027762397,-0.3676716917922948,-8.098062235353488,438581174.0,0.5013893452050778,0.10512135209272815,2.62394073733629,9.512815237744414,1.0
WMB,2002-07-29,2002-07-30,1.62675,1.9718312384348358,-219223,-75649.74433340001,-21.21292383186328,-10.617870920143876,0.8773105360443623,15.76726910616015,179167209.45000002,0.07511492272434406,0.28180819874108176,10.0681111004533,3.548512798659824,1.0
XEL,2002-07-29,2002-07-30,5.6763200000000005,6.27242,62939,37517.93789999999,10.501522112918225,5.265855493926555,-0.2503311258278145,-5.711826753470762,492181448.0,0.6389415497450788,0.11524058811976343,2.9802546948699207,8.677498234916618,1.0
DYNIQ,2002-07-30,2002-07-31,8.6876,12.023974196877822,-38755,-129301.18199999999,-38.40386524331026,-19.174369896680638,0.4499999999999999,9.044089302370507,159760603.0,0.04963299055018022,0.2975533856678151,10.829639046281706,3.3607414607487867,1.0
SEE,2002-07-30,2002-07-31,11.027000000000001,7.23549,30651,-116213.57301000002,-34.38387594087241,-17.23357823526039,-0.4175271379401642,-8.537809877789835,280459355.0,0.2791018246162567,0.10118071550856934,2.416405213803022,9.883306270109411,1.0
DYNIQ,2002-07-31,2002-08-01,11.981000000000002,13.777444030894946,-17867,-32097.065499999975,-14.994107594482466,-7.48481544835073,0.3793103448275863,8.069089133352083,223029341.0,0.21120154628706828,0.3102659830506122,11.436580106523428,3.223041050674494,1.0
TCAHQ,2002-07-31,2002-08-01,0.98696,0.78342,218790,-44532.51659999999,-20.622922914809106,-10.384677322031683,-0.4702702702702703,-9.326879458186408,3910748.0,-0.2545283403257857,0.1254470968038048,3.4770739250652016,7.971487786313362,1.0
WMB,2002-08-01,2002-08-02,3.101794,2.7819351791651243,-56751,18152.307941200026,10.312058790328296,5.153984563110367,0.2881398148532526,6.915321057918606,334117512.01,0.5104847842801594,0.29507768228982817,10.811838617877871,3.3889381000959276,1.0
NSP,2002-08-01,2002-08-02,2.1092,1.5518800000000001,83857,-46735.183239999984,-26.423288450597376,-13.269519983538276,-0.44,-9.794271255798977,19355537.0,-0.22208004917401505,0.12321814409117217,3.3849817871542953,8.115687891387774,1.0
TKLC,2002-08-02,2002-08-05,8.468040000000002,8.166247591845291,-19081,5758.500940000036,3.563899180385434,1.779420608489834,0.2926829268292683,7.681273390379948,27689064.240000002,-0.20467762226926053,0.07935700441398802,1.50031505110376,12.601282109682721,1.0
APWRQ,2002-08-02,2002-08-05,7.790539999999999,8.228499999999999,20824,9120.07903999999,5.6216898956940025,2.8181738205693616,-0.478173270651444,-10.59156762327636,82046702.02999999,-0.07474806098177791,0.11493757114943118,3.041817631530732,8.700375255884715,1.0
SCRX,2002-08-05,2002-08-06,5.483022,4.739427567216943,-30833,22927.247146000005,13.561762706461094,6.773285625318705,0.15801687763713074,4.5624799860287135,17900052.432,-0.22833456747582437,0.061535428661958734,0.7073587135416092,16.250800908423688,1.0
CKCRQ,2002-08-05,2002-08-06,2.82062,3.1886,60230,22163.435400000013,13.046067885783986,6.547636419084456,-0.4909420289855072,-11.372687269106514,25541582.0,-0.2088671293746526,0.1257934001879131,3.476255556087634,7.949542650935397,1.0
DYNIQ,2002-08-06,2002-08-07,9.486,9.518950465623142,-20188,-665.2039999999788,-0.3473589038914338,-0.17341722400733361,0.34751773049645396,7.554994504021253,336946902.0,0.6204685757852714,0.334287362347794,12.335591070585425,2.9914382433625946,1.0
MSM,2002-08-06,2002-08-07,10.53602,12.0209,18248,27096.090239999976,14.093367324663378,7.0638913038303315,-0.32193548387096776,-8.646201242280618,51034170.0,-0.137349545002968,0.07707217033259439,1.323887029045644,12.974851956090466,1.0
IIONQ,2002-08-07,2002-08-08,2.8293399999999997,2.9859461956626774,-72441,-11344.70942000003,-5.535078699013821,-2.7668890911950768,0.31627906976744197,8.078227777260015,3645403.0,-0.25626037112302263,0.10384293230296796,2.4659287466974367,9.629928371845667,1.0
CCRN,2002-08-07,2002-08-08,14.37368,12.28038,14296,-29925.816800000015,-14.563424258784119,-7.298681084157921,-0.452462772050401,-12.041940893692335,236139567.92,0.37400985546913357,0.11568464542209747,2.971404975858328,8.64418952360799,1.0
BGC,2002-08-08,2002-08-09,3.37824,3.5470616675221827,-54548,-9208.884320000025,-4.997326049131582,-2.497349966286265,0.48245614035087697,10.784549039786558,5363741.0,-0.25156389163543924,0.1423778387741918,4.103591418100996,7.023564963547302,1.0
662053Q,2002-08-08,2002-08-09,1.58816,1.4421000000000002,116691,-17043.887459999984,-9.196806367116654,-4.622118195270993,-0.5283582089552239,-12.659092882937058,8416497.77,-0.2433958885113272,0.14054079995222463,4.025118045934001,7.115371481732988,1.0
0700610D,2002-08-09,2002-08-12,7.7894,6.8235744502140845,-21954,21203.734119999983,12.399229077796944,6.190989184585703,0.2682926829268292,7.416037248669406,25797493.05,-0.19506137681597482,0.11102787602581367,2.762846903933763,9.006747096265292,1.0
CCI,2002-08-09,2002-08-12,1.1572999999999998,1.01296,148910,-21493.669399999955,-12.472133413980794,-6.275643433339774,-0.38829787234042556,-10.525826320057448,26819093.0,-0.1922853055816848,0.10950689605518893,2.6979721527583593,9.13184498897698,1.0
SFAM,2002-08-12,2002-08-13,4.71556,4.478912413793103,-36250,8578.475000000011,5.018440783425444,2.506834077891209,0.6561403508771928,15.950121170397004,35595662.9,-0.1637429118591438,0.16588702302807187,5.01680775005233,6.0281990824006595,1.0
UAWGQ,2002-08-12,2002-08-13,0.6563,0.6437,263233,-3316.7357999999854,-1.919853725430435,-0.9692289516262171,-0.7346938775510204,-17.81340225817188,4717620.0,-0.2507587650376824,0.17982633640352716,5.600620095329168,5.560920719399062,1.0
PRGNQ,2002-08-13,2002-08-14,0.41418,0.3607176400511637,-423738,22654.03348,12.908001339716138,6.519797724522378,0.20588235294117632,5.637285079058931,5463698.3964,-0.24668765722819333,0.11908739787720875,3.029806802659646,8.39719414333918,1.0
SIXFQ,2002-08-13,2002-08-14,5.075119999999999,5.104760000000001,34334,1017.6597600000496,0.5840255993947226,0.29288099152161723,-0.5733558178752108,-13.301861578369065,147791420.0,0.15958204774498846,0.13807915196683848,3.8196769406974194,7.2422229261674715,1.0
CKFR,2002-08-14,2002-08-15,10.51394,12.575043252752243,-17622,-36320.76152000003,-19.60352876992111,-9.78634952785166,0.4115281501340482,8.42941546107049,104348297.42,0.029920724682634448,0.121897008871002,3.0719141451020144,8.203646744591198,1.0
SIRI,2002-08-14,2002-08-15,0.76652,1.43212,244169,162518.88640000002,86.83400302666598,43.789462572579254,-0.43703703703703706,-10.346014874114758,17726750.38,-0.21381236508487098,0.1523488282414796,4.319881773374665,6.563883762958491,1.0
SIRI,2002-08-15,2002-08-16,1.4421199999999998,1.2224342091090714,-172685,37936.440799999975,15.233530558547725,7.627943588130695,0.894736842105263,18.954502922519517,29735048.02,-0.17967464073517594,0.262043339491251,8.630163345161613,3.8161626315000747,1.0
CRY,2002-08-15,2002-08-16,2.0390599999999997,2.9790200000000002,122496,115141.34016000007,46.09771169068104,23.15166180276586,-0.6322463768115942,-13.611312826236313,25478538.0,-0.191743223916238,0.18169937009059345,5.411146234826296,5.503596404882472,1.0
3242107Q,2002-08-16,2002-08-19,2.999,2.7755307750779505,-108402,24224.51092000002,7.451457983396118,3.7244820427583343,0.9417475728155341,20.77034309481494,20273128.025,-0.2069436622288313,0.22928082108409248,7.179144195184491,4.361463794798754,1.0
MWV,2002-08-16,2002-08-19,18.701017399999998,20.2607872,17429,27185.227844200028,8.340561193210814,4.179687807460461,-0.19608873799542442,-4.674111618319019,303333931.13,0.5915166790913707,0.05391253487571872,0.30510514944318184,18.5485620793984,1.0
CNCEQ,2002-08-19,2002-08-20,0.123762,0.11522966088291169,-2948834,25160.451687999994,6.894150964826289,3.585015788136589,0.4874999999999999,11.435251379159645,14238221.0,-0.2244479440980183,0.24459133202671193,7.683192844838901,4.088452324593374,1.0
OSIP,2002-08-19,2002-08-20,14.083100000000002,15.94304,24975,46452.001499999955,13.206893368647513,6.618766659402605,-0.5714634295125969,-14.371018044805673,439740131.18799996,0.9113649205016388,0.14027490093273146,3.6557610017028703,7.128859071371207,1.0
AKLMQ,2002-08-20,2002-08-21,2.4700599999999997,2.844671612876441,-156565,-58651.067170000046,-15.166093652641695,-7.5831920862747415,0.3798882681564244,10.88511127783895,34454171.879999995,-0.17280153828610276,0.10778945193196712,2.5066971809485312,9.277345622196544,1.0
8283846Q,2002-08-20,2002-08-21,2.2895600000000003,2.4401,169612,25533.390479999984,6.575062457415393,3.301297213612124,-0.19434628975265011,-5.220301205559587,27392845.84,-0.19215207888826158,0.12084984720782956,3.019464938981307,8.274731190021832,1.0
DTPI,2002-08-21,2002-08-22,3.58782,3.2665103014315084,-103108,33129.6004,8.955569080067878,4.4750536204178,0.407843137254902,9.29008850019201,7439429.32,-0.2464346500040566,0.11801578628240005,2.9356796795859896,8.473442676618697,1.0
231111Q,2002-08-21,2002-08-22,7.119199999999999,6.961040000000001,52135,-8245.671599999934,-2.221597932351932,-1.1138022222071815,-0.17728852838933962,-4.830377373652059,13255292.0,-0.22998554930071333,0.07161526252597057,1.1362581136034418,13.963503933778918,1.0
PALM,2002-08-22,2002-08-23,6.679125,5.956371520843893,-57211,41349.44929600003,10.821080293543044,5.403734676725411,0.3963418453636231,9.305522182208989,107875905.06130001,0.047966703614048624,0.11937736873357711,3.0541657101630313,8.376797131722434,1.0
LQMT,2002-08-22,2002-08-23,6.6683,6.3822,57533,-16460.191300000013,-4.290448840034196,-2.1510928930787063,-0.20738974970202623,-5.3155472676269335,11752986.420000002,-0.2363027432284445,0.14025742215121204,3.8711436568956668,7.12974746478583,1.0
PRGNQ,2002-08-23,2002-08-26,0.41418,0.49097896214421005,-963525,-73997.72,-18.542412029603085,-9.365726117845107,0.4642857142857141,14.086797494054125,6522925.01,-0.25132294458876125,0.15111972312537475,4.311837019342556,6.617269932200454,1.0
BPURQ,2002-08-23,2002-08-26,126.8582,117.0604,3120,-30569.135999999984,-7.723426629102412,-3.8690672555202914,-0.31382113821138213,-8.4648887517979,4403868.3,-0.2578367863390601,0.08549913179792591,1.738137233501607,11.69602519898639,1.0
1837572D,2002-08-26,2002-08-27,1.87126,1.893774544313811,-183295,-4126.803399999998,-1.203175631062015,-0.6019927893131163,0.24666666666666673,7.034887934227534,399727485.0,1.0255121668414762,0.07237674758212607,1.3222480077990568,13.816592115655618,1.0
QDHC,2002-08-26,2002-08-27,8.1212,8.976999999999999,42316,36214.03279999994,10.537851549032146,5.282681170987855,-0.26363636363636367,-8.634469780482936,5156775.3,-0.25705496749148116,0.07737349860862695,1.520601888656715,12.9243218670805,1.0
PRGNQ,2002-08-27,2002-08-28,0.6537000000000001,0.5911781884320516,-552008,34512.540160000084,9.56429731802791,4.809366397865592,0.32653061224489804,9.81994469194217,12847260.190000001,-0.23408299012735423,0.1635489061364097,5.000254429959014,6.114379017404979,1.0
EHC,2002-08-27,2002-08-28,33.6221,25.1945,10694,-90124.75440000002,-25.065656220164716,-12.558999233838145,-0.43943191311612373,-11.712780690633945,355590225.0,0.8913161392906643,0.10673821885159906,2.7214759608471364,9.368715449433592,1.0
ITMN,2002-08-28,2002-08-29,22.61968,23.58701153967276,-14607,-14129.811799999998,-4.276504087028462,-2.1344167171145068,0.2588888888888889,8.147827233175198,512381388.39,1.4885174543526558,0.09288719309907321,2.2062288418840876,10.765746779896803,1.0
CULP,2002-08-28,2002-08-29,8.672300000000002,9.2265,38265,21206.462999999923,6.39046158458538,3.203399293546861,-0.3568773234200743,-9.753064317895324,7984868.0,-0.2527300001110057,0.09813833516584944,2.418992031587839,10.189698024834478,1.0
3414924Q,2002-08-29,2002-08-30,2.76946,2.1041917198665243,-120771,80345.11546,24.021588328897174,12.008379977574405,0.2764976958525346,7.365080202661982,18760161.0,-0.21020690339145706,0.10932035206603812,2.9016887374229947,9.147427547579806,1.0
2828664Q,2002-08-29,2002-08-30,9.04304,8.976999999999999,37088,-2449.2915200000366,-0.7302853907535629,-0.36607108073239447,-0.16093023255813957,-4.77456627771111,3609689.9,-0.26269123639510034,0.050317977954401454,0.49932539624730954,19.873612586463786,1.0
SIRI,2002-08-30,2002-09-03,1.5119799999999999,1.3827559569986374,-247341,31962.404019999994,8.546676741845955,4.2789338222597495,0.1984126984126984,6.076564592493138,7285135.029999999,-0.2500854338655939,0.25742635547673015,9.021717541730617,3.884606135794026,1.0
3414924Q,2002-08-30,2002-09-03,2.1092,2.08082,177850,-5047.382999999973,-1.345533851697319,-0.6757131853750584,-0.2418772563176895,-7.02650986958417,20136761.0,-0.20464433695703937,0.12555618823608633,3.625017791197853,7.9645616360993365,1.0
ARCB,2002-09-03,2002-09-04,25.71348,26.48078942653618,-15021,-11525.754895999955,-2.984074604200519,-1.4893345221905374,0.251700680272109,7.928061283989816,97701471.177,0.05565256568629362,0.05979451089582289,0.9391418292686148,16.72394313488494,1.0
PRGNQ,2002-09-03,2002-09-04,0.27554,0.267454,1433122,-11588.224491999974,-2.934601146838928,-1.4974067158776,-0.45999999999999996,-11.953304197817557,10340783.97,-0.2410840091742898,0.1959264191687229,6.552477238832611,5.103956905060596,1.0
BPURQ,2002-09-04,2002-09-05,127.84879999999998,125.04925870307167,-2930,8202.655999999952,2.189728254726138,1.0925624798362332,0.27462686567164174,6.6542042689316645,14221281.84,-0.22665850419398118,0.1138181133753429,3.1989092154422316,8.785947775309339,1.0
OO,2002-09-04,2002-09-05,9.7244,9.8752,38699,5835.809200000011,1.5507383488955644,0.7773075173947503,-0.25096525096525096,-7.348980457094667,45688631.0,-0.1224465479291383,0.06855074559576894,1.3283006981238992,14.587733383628164,1.0
FLTWQ,2002-09-05,2002-09-06,4.9451,6.032027055518879,-77253,-83968.37581999993,-21.97988019491777,-10.978974702125319,0.17857142857142858,6.351057807554113,10382928.0,-0.23770030668428857,0.09234622898113329,2.3236656746421516,10.828812513874325,1.0
CTLM,2002-09-05,2002-09-06,2.37974,2.20058,161352,-28907.824319999996,-7.528553539462293,-3.7797357493625423,-0.30294117647058816,-8.965857319936017,8286170.040000001,-0.2443611114040915,0.08517013310353418,2.0252666590730604,11.74120508634622,1.0
CRY,2002-09-06,2002-09-09,4.096799999999999,4.028027422016502,-79504,5467.69503999992,1.6786901480056797,0.8386877587461223,1.169312169312169,28.677810367330874,39392192.0,-0.14593733334740797,0.3536427041720437,12.995741909515388,2.8277127965674356,1.0
SBLUQ,2002-09-06,2002-09-09,0.27554,0.26446000000000003,1207286,-13376.728879999975,-4.021194744864622,-2.051851590413841,-0.15624999999999997,-4.58066705185446,7694229.4779,-0.24780831842362971,0.13943611590839064,4.223537354385053,7.171743084531979,1.0
RDRTQ,2002-09-09,2002-09-10,4.4959999999999996,4.208386025322117,-71558,20581.080799999934,6.397107977710916,3.195693515906301,0.20776188303497134,6.988988409420947,6289922.478499999,-0.2507170473889662,0.10017363424024195,2.6501375799069167,9.982666672567202,1.0
DYNIQ,2002-09-09,2002-09-10,7.6703,7.879200000000001,42093,8793.227700000032,2.723491910355537,1.3653539878614087,-0.14999999999999997,-5.173098479748207,64184987.0,-0.07187123965983098,0.1307390378547306,3.9137219379985453,7.6488248376979815,1.0
BSTE,2002-09-10,2002-09-11,25.72346,27.404623459624954,-13065,-21964.400600000034,-6.53552616803865,-3.261717730559209,0.2540145985401459,8.11715505597618,72821350.41,-0.04211962205025358,0.06231165144831001,1.1180807712800436,16.0483629747727,1.0
CBST,2002-09-10,2002-09-11,5.17532,4.975020000000001,65251,-13069.775299999967,-3.870292078557451,-1.940864155903013,-0.3027027027027027,-10.028282973983952,40258032.225999996,-0.14351020520130928,0.08558194767532352,2.1029834425839513,11.684707197757984,1.0
3526894Q,2002-09-11,2002-09-12,23.458,21.322486373140926,-13582,29004.546079999924,9.103562225505469,4.54356329480978,0.12980769230769226,5.425289567219002,8095928.0,-0.2367317066770198,0.03747675622144713,0.1105293298442618,26.683205827395536,1.0
INMTQ,2002-09-11,2002-09-12,7.05908,7.00096,45338,-2635.0445599999875,-0.8233367520980034,-0.41277983492593795,-0.2704663212435233,-11.12621066237951,12876819.98,-0.221059635554112,0.07717142010991636,1.8362346138654988,12.95816506390171,1.0
STLD,2002-09-12,2002-09-13,3.6926099999999997,3.6823388827126182,-89950,923.8869999999663,0.27815331939689014,0.13898573545333343,0.1748807631160572,7.2773277898722375,61551046.32,-0.055835489370677116,0.06294072827377703,1.2926026510133406,15.887963603634208,1.0
SCX,2002-09-12,2002-09-13,16.7885,17.44004,19842,12927.856680000014,3.8808708342019873,1.9448132385293404,-0.2691972076788831,-9.408756306615048,4142009.0,-0.25516709751504213,0.06013140126025584,1.167294911686972,16.630246078448785,1.0
NEOL,2002-09-13,2002-09-16,706.719239,714.8596821173277,-479,-3899.2722531999507,-1.1518638050446033,-0.5746165218736556,0.19196410761990965,5.80204967297663,10852479.8901,-0.2356140061977347,0.04986139916286001,0.7531922736919127,20.05559444358442,1.0
ESST,2002-09-13,2002-09-16,7.70036,7.48998,44178,-9294.16763999999,-2.7320800585946605,-1.369635648966217,-0.31630018694916767,-10.219686783529577,183560143.38059998,0.3784265843377311,0.09059042991339647,2.625825795504317,11.03869361207348,1.0
764256Q,2002-09-16,2002-09-17,30.63362,29.25830774907749,-10840,14908.384800000033,4.489551841808158,2.2405368301015707,0.20305762446099568,7.546255007017699,22319736.990000002,-0.19630876858220125,0.06277778688131845,1.4230370167789175,15.929201229895254,1.0
PBSOQ,2002-09-16,2002-09-17,1.6983799999999998,1.6816200000000001,196861,-3299.390359999934,-0.9868227369610844,-0.495855568368608,-0.2652173913043478,-9.111630903042608,4071652.0,-0.2647625823413569,0.07536458716141083,2.024550878418647,13.26883139236558,1.0
ALGXQ,2002-09-17,2002-09-18,1.18264,1.0220365140397052,-286865,46071.51899999995,13.580082354756708,6.805222187082151,0.20408163265306117,6.6516905931149095,8119518.51,-0.2524952367793291,0.08232121633828712,2.4158227755147728,12.147536740597282,1.0
DKHR,2002-09-17,2002-09-18,9.53402,9.34626,35594,-6683.129440000029,-1.969368639881192,-0.9871647762304117,-0.602092050209205,-17.51270814573022,223398374.05999997,0.5474398817131594,0.1379388292254559,5.121505217272324,7.249590311989216,1.0
