date,vix,spy,spyv,rate10y,rate3m,dxy,oil
21.11.2017,9.73,259.99,69176799,2.357,1.278,93.952,56.83
22.11.2017,9.88,259.76,45033392,2.32,1.287,93.22,58.02
24.11.2017,9.67,260.36,27856514,2.343,1.266,92.782,58.95
27.11.2017,9.87,260.23,52274922,2.329,1.247,92.904,58.11
28.11.2017,10.03,262.87,98971719,2.329,1.279,93.27,57.99
29.11.2017,10.70,262.71,77512102,2.389,1.289,93.164,57.3
30.11.2017,11.28,265.01,127894389,2.411,1.26,93.047,57.4
01.12.2017,11.43,264.46,164390902,2.362,1.262,92.885,58.36
04.12.2017,11.68,264.14,94040560,2.373,1.272,93.188,57.47
05.12.2017,11.33,263.19,77994544,2.352,1.297,93.379,57.62
06.12.2017,11.02,263.24,75898566,2.339,1.285,93.61,55.96
07.12.2017,10.16,264.07,77218569,2.364,1.283,93.795,56.69
08.12.2017,9.58,265.51,76563873,2.377,1.275,93.901,57.36
11.12.2017,9.34,266.31,83077533,2.389,1.289,93.866,57.99
12.12.2017,9.92,266.78,85195750,2.402,1.328,94.101,57.14
13.12.2017,10.18,266.75,102905409,2.343,1.299,93.429,56.6
14.12.2017,10.49,265.66,100666692,2.35,1.306,93.489,57.04
15.12.2017,9.42,266.51,144610290,2.354,1.317,93.932,57.3
18.12.2017,9.53,268.20,83653572,2.395,1.341,93.695,57.16
19.12.2017,10.03,267.17,82382876,2.465,1.367,93.441,57.46
20.12.2017,9.72,267.03,76751500,2.498,1.376,93.313,58.09
21.12.2017,9.62,267.58,67032339,2.484,1.345,93.278,58.36
22.12.2017,9.90,267.51,78720873,2.482,1.326,93.347,58.47
26.12.2017,10.25,267.19,45244433,2.477,1.335,93.257,59.97
27.12.2017,10.47,267.32,57750986,2.412,1.436,93.025,59.64
28.12.2017,10.18,267.87,45116139,2.431,1.38,92.602,59.84
29.12.2017,11.04,266.86,96007424,2.406,1.382,92.124,60.42
02.01.2018,9.77,268.77,86655749,2.464,1.394,91.872,60.37
03.01.2018,9.15,270.47,90070416,2.448,1.395,92.162,61.63
04.01.2018,9.22,271.61,80636408,2.453,1.4,91.853,62.01
05.01.2018,9.22,273.42,83523995,2.477,1.399,91.949,61.44
08.01.2018,9.52,273.92,57319192,2.481,1.41,92.358,61.73
09.01.2018,10.08,274.54,57253957,2.554,1.428,92.528,62.96
10.01.2018,9.82,274.12,69574318,2.558,1.422,92.332,63.57
11.01.2018,9.88,276.12,62361455,2.538,1.43,91.852,63.8
12.01.2018,10.16,277.92,90816076,2.548,1.441,90.974,64.3
16.01.2018,11.66,276.97,106555142,2.538,1.422,90.393,63.73
17.01.2018,11.91,279.61,113258799,2.591,1.442,90.541,63.97
18.01.2018,12.22,279.14,100728006,2.627,1.43,90.498,63.95
19.01.2018,11.27,280.41,140920098,2.66,1.431,90.572,63.37
22.01.2018,11.03,282.69,91322408,2.651,1.42,90.401,63.49
23.01.2018,11.10,283.29,97084700,2.614,1.437,90.124,64.47
24.01.2018,11.47,283.18,134816117,2.647,1.432,89.206,65.61
25.01.2018,11.58,283.30,84587313,2.618,1.421,89.391,65.51
26.01.2018,11.08,286.58,107743119,2.661,1.418,89.067,66.14
29.01.2018,13.84,284.68,90118337,2.695,1.408,89.308,65.56
30.01.2018,14.79,281.76,131796419,2.721,1.446,89.16,64.5
31.01.2018,13.54,281.90,118948131,2.706,1.459,89.133,64.73
01.02.2018,13.47,281.58,90102470,2.791,1.483,88.671,65.8
02.02.2018,17.31,275.45,173174790,2.842,1.479,89.195,65.45
05.02.2018,37.32,263.93,294681816,2.707,1.484,89.554,64.15
06.02.2018,29.98,269.13,355026782,2.803,1.519,89.585,63.39
07.02.2018,27.73,267.67,167376100,2.837,1.545,90.255,61.79
08.02.2018,33.46,257.63,246449505,2.825,1.544,90.229,61.15
09.02.2018,29.06,261.50,283565315,2.852,1.56,90.442,59.2
12.02.2018,25.61,265.34,143735976,2.859,1.576,90.208,59.29
13.02.2018,24.97,266.00,81223640,2.83,1.589,89.703,59.19
14.02.2018,19.26,269.59,120735685,2.903,1.576,89.121,60.6
15.02.2018,19.13,273.03,111200286,2.91,1.593,88.593,61.34
16.02.2018,19.46,273.11,160420135,2.876,1.594,89.1,61.68
20.02.2018,20.60,271.40,86369662,2.89,1.6,89.716,61.9
21.02.2018,20.02,270.05,98883740,2.951,1.644,90,61.68
22.02.2018,18.72,270.40,110511290,2.922,1.636,89.736,62.77
23.02.2018,16.49,274.71,92766428,2.868,1.641,89.883,63.55
26.02.2018,15.80,277.90,86491406,2.863,1.641,89.853,63.91
27.02.2018,18.59,274.43,99099165,2.894,1.663,90.355,63.01
28.02.2018,19.85,271.65,121907767,2.862,1.656,90.613,61.64
01.03.2018,22.47,267.70,176855077,2.809,1.616,90.324,60.99
02.03.2018,19.59,269.08,139083217,2.865,1.644,89.935,61.25
05.03.2018,18.73,272.19,97307387,2.882,1.66,90.08,62.57
06.03.2018,18.36,272.88,79213163,2.887,1.67,89.618,62.6
07.03.2018,17.76,272.78,87063502,2.884,1.679,89.637,61.15
08.03.2018,16.54,274.10,66901150,2.858,1.657,90.179,60.12
09.03.2018,14.64,278.87,113625335,2.895,1.664,90.093,62.04
12.03.2018,15.78,278.52,71924793,2.869,1.678,89.895,61.36
13.03.2018,16.35,276.72,91968937,2.843,1.715,89.664,60.71
14.03.2018,17.23,275.30,105895079,2.818,1.753,89.704,60.96
15.03.2018,16.59,275.00,83433038,2.829,1.765,90.139,61.19
16.03.2018,15.80,274.20,100343673,2.845,1.773,90.233,62.34
19.03.2018,19.02,270.49,109208442,2.856,1.759,89.765,62.06
20.03.2018,18.20,270.95,59757271,2.897,1.791,90.371,63.4
21.03.2018,17.86,270.43,78709578,2.884,1.746,89.783,65.17
22.03.2018,23.34,263.67,148785916,2.825,1.716,89.857,64.3
23.03.2018,24.87,258.05,183534751,2.814,1.721,89.436,65.88
26.03.2018,21.03,265.11,141956102,2.853,1.743,89.027,65.55
27.03.2018,22.50,260.60,129941445,2.776,1.759,89.372,65.25
28.03.2018,22.87,259.83,146452306,2.782,1.722,90.058,64.38
29.03.2018,19.97,263.15,124244790,2.74,1.706,90.151,64.94
02.04.2018,23.62,257.47,186286343,2.731,1.719,90.052,63.01
03.04.2018,21.10,260.77,119956861,2.776,1.744,90.2,63.51
04.04.2018,20.06,263.56,123715339,2.804,1.698,90.142,63.37
05.04.2018,18.94,265.64,82652618,2.833,1.708,90.46,63.54
06.04.2018,21.49,259.72,179521209,2.774,1.712,90.108,62.06
09.04.2018,21.77,261.00,105442932,2.78,1.713,89.838,63.42
10.04.2018,20.47,265.15,105573736,2.802,1.723,89.587,65.51
11.04.2018,20.24,263.76,91140243,2.782,1.723,89.568,66.82
12.04.2018,18.49,265.93,68890480,2.837,1.746,89.751,67.07
13.04.2018,17.41,265.15,85079176,2.828,1.752,89.8,67.39
16.04.2018,16.56,267.33,63405287,2.828,1.742,89.425,66.22
17.04.2018,15.25,270.19,64682036,2.829,1.785,89.516,66.52
18.04.2018,15.60,270.39,57303857,2.874,1.812,89.623,68.47
19.04.2018,15.96,268.89,77655909,2.911,1.814,89.94,68.29
20.04.2018,16.88,266.61,99953133,2.961,1.805,90.316,68.38
23.04.2018,16.34,266.57,65557954,2.976,1.82,90.946,68.64
24.04.2018,18.02,262.98,112885452,3,1.853,90.766,67.7
25.04.2018,17.84,263.63,103840948,3.027,1.847,91.172,68.05
26.04.2018,16.24,266.31,67731942,2.982,1.813,91.561,68.19
27.04.2018,15.41,266.56,57053647,2.958,1.807,91.542,68.1
30.04.2018,15.93,264.51,82182324,2.954,1.802,91.841,68.57
01.05.2018,15.49,264.98,74203365,2.965,1.839,92.449,67.25
02.05.2018,15.97,263.20,86368943,2.967,1.826,92.512,67.93
03.05.2018,15.90,262.62,136311479,2.947,1.827,92.414,68.43
04.05.2018,14.77,266.02,91222075,2.951,1.83,92.566,69.72
07.05.2018,14.75,266.92,55304907,2.951,1.829,92.749,70.73
08.05.2018,14.71,266.92,67499247,2.977,1.859,93.12,69.06
09.05.2018,13.42,269.50,59666143,3.005,1.882,93.04,71.14
10.05.2018,13.23,272.02,72063931,2.963,1.888,92.65,71.36
11.05.2018,12.65,272.85,59871511,2.971,1.902,92.537,70.7
14.05.2018,12.93,272.98,54790606,3.003,1.898,92.587,70.96
15.05.2018,14.63,271.10,87036136,3.073,1.906,93.219,71.31
16.05.2018,13.42,272.24,53942631,3.097,1.902,93.392,71.49
17.05.2018,13.43,272.01,56536400,3.112,1.902,93.469,71.49
18.05.2018,13.42,271.33,64367959,3.057,1.891,93.637,71.28
21.05.2018,13.08,273.37,58025875,3.061,1.903,93.677,72.24
22.05.2018,13.22,272.61,52966358,3.061,1.927,93.609,72.13
23.05.2018,12.58,273.36,64694184,2.994,1.909,94.003,71.84
24.05.2018,12.53,272.80,76043827,2.978,1.897,93.775,70.71
25.05.2018,13.22,272.15,56374755,2.932,1.892,94.253,67.88
29.05.2018,17.02,269.02,115908607,2.782,1.881,94.82,66.73
30.05.2018,14.94,272.61,69678449,2.856,1.918,94.069,68.21
31.05.2018,15.43,270.94,93519941,2.859,1.9,93.979,67.04
01.06.2018,13.46,273.60,71258411,2.903,1.907,94.156,65.81
04.06.2018,12.74,274.90,45385166,2.943,1.906,94.038,64.75
05.06.2018,12.40,275.10,51135038,2.929,1.938,93.876,65.52
06.06.2018,11.64,277.40,62732215,2.973,1.937,93.614,64.73
07.06.2018,12.13,277.37,72969402,2.921,1.928,93.435,65.95
08.06.2018,12.18,278.19,72139719,2.947,1.915,93.535,65.74
11.06.2018,12.35,278.56,58892515,2.953,1.903,93.608,66.1
12.06.2018,12.34,278.92,72329028,2.962,1.919,93.818,66.36
13.06.2018,12.94,278.03,79070610,2.967,1.925,93.544,66.64
14.06.2018,12.12,278.73,77097620,2.936,1.927,94.879,66.89
15.06.2018,11.98,277.13,120041562,2.921,1.924,94.788,65.06
18.06.2018,12.31,276.56,52917581,2.918,1.924,94.756,65.85
19.06.2018,13.35,275.50,97531510,2.898,1.928,95.013,65.07
20.06.2018,12.79,275.97,53785486,2.94,1.928,95.124,66.22
21.06.2018,14.64,274.24,71061404,2.898,1.93,94.862,65.54
22.06.2018,13.77,274.74,56612003,2.896,1.912,94.52,68.58
25.06.2018,17.33,271.00,137854162,2.881,1.89,94.289,68.08
26.06.2018,15.92,271.60,68683211,2.878,1.92,94.676,70.53
27.06.2018,17.91,269.35,105110674,2.826,1.922,95.29,72.76
28.06.2018,16.85,270.89,76650517,2.837,1.916,95.312,73.45
29.06.2018,16.09,271.28,97592499,2.861,1.917,94.47,74.15
02.07.2018,15.60,271.86,63554774,2.872,1.93,94.871,73.94
03.07.2018,16.14,270.90,42187071,2.832,1.966,94.591,74.14
05.07.2018,14.97,273.11,56925919,2.83,1.948,94.395,72.94
06.07.2018,13.37,275.42,66493696,2.823,1.946,93.963,73.8
09.07.2018,12.69,277.90,50550399,2.857,1.956,94.077,73.85
10.07.2018,12.64,278.90,51966829,2.851,1.972,94.158,74.11
11.07.2018,13.63,276.86,77054739,2.85,1.957,94.719,70.38
12.07.2018,12.58,279.37,60124687,2.847,1.965,94.827,70.33
13.07.2018,12.18,279.59,48234964,2.828,1.971,94.677,71.01
16.07.2018,12.83,279.34,48201038,2.859,1.981,94.511,68.06
17.07.2018,12.06,280.47,52315500,2.861,2.009,94.985,68.08
18.07.2018,12.10,281.06,44593465,2.87,2,95.085,68.76
19.07.2018,12.87,280.00,61412117,2.839,1.987,95.164,69.46
20.07.2018,12.86,279.68,82372729,2.894,1.974,94.476,70.46
23.07.2018,12.62,280.20,47047565,2.956,1.959,94.632,67.89
24.07.2018,12.41,281.61,68026935,2.949,1.988,94.613,68.52
25.07.2018,12.29,284.01,78882927,2.975,1.995,94.233,69.3
26.07.2018,12.14,283.34,57919495,2.977,1.985,94.785,69.61
27.07.2018,13.03,281.42,76783177,2.955,1.985,94.669,68.69
30.07.2018,14.26,279.95,63742508,2.974,1.985,94.348,70.13
31.07.2018,12.83,281.33,68570493,2.961,2.023,94.554,68.76
01.08.2018,13.15,280.86,53853326,3.007,2.02,94.661,67.66
02.08.2018,12.19,282.39,63426363,2.987,2.005,95.17,68.96
03.08.2018,11.64,283.60,53935386,2.95,2.004,95.161,68.49
06.08.2018,11.27,284.64,39400887,2.94,2.012,95.358,69.01
07.08.2018,10.93,285.58,43196646,2.974,2.048,95.186,69.17
08.08.2018,10.85,285.46,42114551,2.961,2.051,95.092,66.94
09.08.2018,11.27,285.07,35716976,2.927,2.046,95.504,66.81
10.08.2018,13.16,283.16,77076044,2.874,2.045,96.357,67.63
13.08.2018,14.78,282.10,65732909,2.88,2.041,96.391,67.2
14.08.2018,13.31,283.90,43842031,2.899,2.071,96.731,67.04
15.08.2018,14.64,281.78,102925355,2.863,2.059,96.696,65.01
16.08.2018,13.45,284.06,69967919,2.867,2.049,96.645,65.46
17.08.2018,12.64,285.06,65618481,2.861,2.035,96.101,65.91
20.08.2018,12.49,285.67,39807490,2.82,2.035,95.9,66.43
21.08.2018,12.86,286.34,67271983,2.831,2.069,95.256,67.35
22.08.2018,12.25,286.17,44993333,2.82,2.075,95.146,67.86
23.08.2018,12.41,285.79,49204851,2.827,2.078,95.666,67.83
24.08.2018,11.99,287.51,57487399,2.811,2.093,95.146,68.72
27.08.2018,12.16,289.78,57072377,2.847,2.1,94.779,68.87
28.08.2018,12.50,289.92,46943472,2.881,2.115,94.72,68.53
29.08.2018,12.25,291.48,61485514,2.885,2.121,94.6,69.51
30.08.2018,13.53,290.30,61229501,2.856,2.098,94.723,70.25
31.08.2018,12.86,290.31,66140838,2.861,2.098,95.14,69.8
04.09.2018,13.16,289.81,57594367,2.899,2.112,95.439,69.87
05.09.2018,13.91,289.03,72452437,2.903,2.133,95.184,68.72
06.09.2018,14.65,288.16,65909863,2.874,2.128,95.021,67.77
07.09.2018,14.88,287.60,73524824,2.941,2.135,95.365,67.75
10.09.2018,14.16,288.10,50210903,2.932,2.127,95.15,67.54
11.09.2018,13.22,289.05,50530492,2.976,2.144,95.249,69.25
12.09.2018,13.14,289.12,59810758,2.964,2.139,94.799,70.37
13.09.2018,12.37,290.83,51034222,2.971,2.138,94.518,68.59
14.09.2018,12.07,290.88,55079875,2.997,2.148,94.927,68.99
17.09.2018,13.68,289.34,68244043,2.988,2.151,94.496,68.91
18.09.2018,12.79,290.91,61930407,3.056,2.165,94.64,69.85
19.09.2018,11.75,291.22,49080562,3.064,2.165,94.537,71.12
20.09.2018,11.80,293.58,100360646,3.064,2.166,93.912,70.8
21.09.2018,11.68,291.99,105479656,3.064,2.167,94.22,70.78
24.09.2018,12.20,291.02,53409645,3.09,2.168,94.185,72.08
25.09.2018,12.42,290.75,44370037,3.097,2.21,94.133,72.28
26.09.2018,12.89,289.88,79739674,3.049,2.194,94.193,71.57
27.09.2018,12.41,290.69,59249455,3.053,2.187,94.894,72.12
28.09.2018,12.12,290.72,70091385,3.062,2.2,95.132,73.25
01.10.2018,12.00,291.73,62078937,3.085,2.201,95.298,75.3
02.10.2018,12.05,291.56,47258227,3.064,2.211,95.507,75.23
03.10.2018,11.61,291.72,64694594,3.183,2.22,95.762,76.41
04.10.2018,14.22,289.44,111545910,3.188,2.217,95.751,74.33
05.10.2018,14.82,287.82,105951698,3.234,2.213,95.624,74.34
08.10.2018,15.69,287.82,87742172,3.234,2.213,95.761,74.29
09.10.2018,15.95,287.40,74338982,3.207,2.237,95.668,74.96
10.10.2018,22.96,278.30,214731042,3.164,2.264,95.508,73.17
11.10.2018,24.98,272.17,274840491,3.151,2.261,95.017,70.97
12.10.2018,21.31,275.95,183186492,3.162,2.266,95.221,71.34
15.10.2018,21.30,274.40,102263717,3.157,2.278,95.059,71.78
16.10.2018,17.62,280.40,118255834,3.164,2.302,95.048,71.92
17.10.2018,17.40,280.45,110625987,3.206,2.307,95.575,69.75
18.10.2018,20.06,276.40,134557525,3.18,2.307,95.9,68.65
19.10.2018,19.89,276.25,139901634,3.193,2.307,95.713,69.12
22.10.2018,19.64,275.01,82415812,3.199,2.305,96.013,69.17
23.10.2018,20.71,273.61,146352719,3.169,2.329,95.961,66.43
24.10.2018,25.23,265.32,177806697,3.104,2.331,96.434,66.82
25.10.2018,24.22,270.08,138061545,3.118,2.327,96.679,67.33
26.10.2018,24.16,265.33,201574596,3.076,2.322,96.359,67.59
29.10.2018,24.70,263.86,160749101,3.086,2.306,96.579,67.04
30.10.2018,23.35,267.77,157115995,3.124,2.325,97.011,66.18
31.10.2018,21.23,270.63,128296325,3.144,2.328,97.127,65.31
01.11.2018,19.34,273.51,99495037,3.131,2.32,96.277,63.69
02.11.2018,19.51,271.89,122634107,3.213,2.319,96.542,63.14
05.11.2018,19.96,273.39,65622482,3.202,2.315,96.279,63.1
06.11.2018,19.91,275.12,60085894,3.229,2.342,96.317,62.21
07.11.2018,16.36,281.01,102752099,3.236,2.355,95.997,61.67
08.11.2018,16.72,280.50,65584886,3.238,2.352,96.724,60.67
09.11.2018,17.36,277.76,98812561,3.183,2.349,96.905,60.19
12.11.2018,20.45,272.57,99673574,3.183,2.349,97.542,59.93
13.11.2018,20.02,272.06,98176610,3.141,2.341,97.303,55.69
14.11.2018,21.25,270.20,125335931,3.126,2.375,96.803,56.25
15.11.2018,19.98,273.02,135101437,3.111,2.358,96.927,56.46
16.11.2018,18.14,273.73,126668040,3.064,2.349,96.465,56.46
19.11.2018,20.10,269.10,103061706,3.064,2.351,96.193,56.76
20.11.2018,22.48,264.12,136021311,3.064,2.382,96.836,53.43
21.11.2018,20.80,265.02,75563743,3.064,2.399,96.712,54.63
23.11.2018,21.52,263.25,42807878,3.041,2.4,96.916,50.42
26.11.2018,18.90,267.50,79981362,3.054,2.399,97.074,51.63
27.11.2018,19.02,268.40,75502441,3.058,2.394,97.369,51.56
28.11.2018,18.49,274.58,127629633,3.06,2.383,96.786,50.29
29.11.2018,18.79,273.98,82346420,3.032,2.356,96.778,51.45
30.11.2018,18.07,275.65,98204190,2.989,2.345,97.272,50.93
03.12.2018,16.44,279.30,103017719,2.971,2.337,97.04,52.95
04.12.2018,20.74,270.25,177986013,2.914,2.412,96.965,53.25
06.12.2018,21.19,269.84,204185411,2.896,2.404,96.81,51.49
07.12.2018,23.23,263.57,161018923,2.847,2.39,96.514,52.61
10.12.2018,22.64,264.07,151445885,2.859,2.378,97.219,51
11.12.2018,21.76,264.13,121504431,2.88,2.394,97.388,51.65
12.12.2018,21.46,265.46,97976706,2.91,2.424,97.044,51.15
13.12.2018,20.65,265.37,96662717,2.914,2.411,97.064,52.58
14.12.2018,21.63,260.47,116961071,2.891,2.414,97.443,51.2
17.12.2018,24.52,255.36,165492257,2.858,2.385,97.1,49.88
18.12.2018,25.58,255.08,134515094,2.818,2.387,97.104,46.24
19.12.2018,25.58,251.26,214992763,2.756,2.397,97.035,47.2
20.12.2018,28.38,247.17,252053377,2.807,2.384,96.276,45.88
21.12.2018,30.11,240.70,255345633,2.792,2.381,96.956,45.59
24.12.2018,36.07,234.34,147311588,2.74,2.378,96.553,42.53
26.12.2018,30.41,246.18,218485360,2.809,2.428,97.05,46.22
27.12.2018,29.96,248.07,186267342,2.768,2.404,96.481,44.61
28.12.2018,28.34,247.75,153100189,2.72,2.377,96.402,45.33
31.12.2018,25.42,249.92,144299370,2.685,2.361,96.173,45.41
02.01.2019,23.22,250.18,126925199,2.621,2.415,96.819,46.54
03.01.2019,25.45,244.21,144140692,2.554,2.403,96.305,47.09
04.01.2019,21.38,252.39,142628834,2.669,2.409,96.179,47.96
07.01.2019,21.40,254.38,103139100,2.697,2.409,95.666,48.52
08.01.2019,20.47,256.77,102512587,2.729,2.439,95.903,49.78
09.01.2019,19.98,257.97,95006554,2.711,2.437,95.219,52.36
10.01.2019,19.50,258.88,96823923,2.743,2.427,95.539,52.59
11.01.2019,18.19,258.98,73858110,2.702,2.418,95.67,51.59
14.01.2019,19.07,257.40,70908227,2.703,2.415,95.61,50.51
15.01.2019,18.60,260.35,85208271,2.713,2.429,96.039,52.11
16.01.2019,19.04,260.98,77636710,2.723,2.416,96.059,52.31
17.01.2019,18.06,262.96,96118435,2.751,2.402,96.065,52.07
18.01.2019,17.80,266.46,127900303,2.785,2.397,96.336,53.8
22.01.2019,20.80,262.86,115531183,2.74,2.4,96.303,52.57
23.01.2019,19.52,263.41,86030287,2.742,2.401,96.123,52.62
24.01.2019,18.89,263.55,59204139,2.717,2.361,96.601,53.13
25.01.2019,17.42,265.78,96883358,2.759,2.377,95.794,53.69
28.01.2019,18.87,263.76,85613655,2.746,2.385,95.746,51.99
29.01.2019,19.13,263.41,66136334,2.711,2.409,95.821,53.31
30.01.2019,17.66,267.58,92473671,2.678,2.416,95.34,54.23
31.01.2019,16.57,269.93,104012073,2.63,2.39,95.578,53.79
01.02.2019,16.14,270.06,85782524,2.685,2.391,95.579,55.26
04.02.2019,15.73,271.96,60744844,2.724,2.382,95.852,54.56
05.02.2019,15.57,273.10,79552774,2.699,2.407,96.067,53.66
06.02.2019,15.38,272.74,58347791,2.696,2.416,96.39,54.01
07.02.2019,16.37,270.14,95481961,2.658,2.403,96.507,52.64
08.02.2019,15.72,270.47,75788861,2.636,2.418,96.637,52.72
11.02.2019,15.97,270.62,68021423,2.655,2.428,97.057,52.41
12.02.2019,15.43,274.10,72270221,2.689,2.427,96.709,53.1
13.02.2019,15.65,274.99,65277204,2.703,2.43,97.129,53.9
14.02.2019,16.22,274.38,83234396,2.655,2.425,96.978,54.41
15.02.2019,14.91,277.37,97088659,2.664,2.423,96.904,55.59
19.02.2019,14.88,277.85,59120804,2.635,2.422,96.52,56.09
20.02.2019,14.02,278.41,76610767,2.646,2.439,96.454,56.92
21.02.2019,14.46,277.42,64214727,2.693,2.445,96.605,56.96
22.02.2019,13.51,279.14,78114616,2.654,2.446,96.507,57.26
25.02.2019,14.85,279.52,69030699,2.664,2.445,96.413,55.48
26.02.2019,15.17,279.32,56844101,2.637,2.441,96.003,55.5
27.02.2019,14.70,279.20,56921570,2.683,2.44,96.154,56.94
28.02.2019,14.78,278.68,69268293,2.716,2.436,96.157,57.22
01.03.2019,13.57,280.42,78880548,2.755,2.433,96.527,55.8
04.03.2019,14.63,279.40,106494637,2.723,2.428,96.682,56.59
05.03.2019,14.74,279.02,59114559,2.719,2.439,96.866,56.56
06.03.2019,15.74,277.33,75039771,2.694,2.452,96.873,56.22
07.03.2019,16.59,275.01,94885089,2.64,2.449,97.667,56.66
08.03.2019,16.05,274.46,85795799,2.63,2.444,97.306,56.07
11.03.2019,14.33,278.44,65098897,2.64,2.429,97.215,56.79
12.03.2019,13.77,279.49,79667530,2.602,2.443,96.935,56.87
13.03.2019,13.41,281.34,80639153,2.622,2.44,96.55,58.26
14.03.2019,13.50,281.16,67518366,2.631,2.439,96.785,58.61
15.03.2019,12.88,281.31,81308979,2.589,2.439,96.595,58.52
18.03.2019,13.10,282.33,62199806,2.605,2.437,96.524,59.09
19.03.2019,13.56,282.40,90268121,2.613,2.45,96.383,59.03
20.03.2019,13.91,281.55,84609210,2.527,2.46,95.761,59.83
21.03.2019,13.63,284.73,79550375,2.539,2.462,96.495,59.98
22.03.2019,16.48,279.25,122659286,2.441,2.448,96.651,59.04
25.03.2019,16.33,279.04,85575197,2.4,2.445,96.566,58.82
26.03.2019,14.68,281.12,68125920,2.424,2.455,96.736,59.94
27.03.2019,15.15,279.65,72224722,2.368,2.425,96.774,59.41
28.03.2019,14.43,280.71,56238545,2.396,2.419,97.202,59.3
29.03.2019,13.71,282.48,82186806,2.406,2.389,97.284,60.14
01.04.2019,13.40,285.83,77617945,2.502,2.381,97.232,61.59
02.04.2019,13.36,285.97,40070351,2.475,2.415,97.361,62.58
03.04.2019,13.74,286.42,68243202,2.525,2.424,97.091,62.46
04.04.2019,13.58,287.18,48997505,2.516,2.425,97.308,62.1
05.04.2019,12.82,288.57,58621729,2.496,2.425,97.395,63.08
08.04.2019,13.18,288.79,53566335,2.523,2.415,97.05,64.4
09.04.2019,14.28,287.31,66142316,2.502,2.412,97.006,63.98
10.04.2019,13.30,288.29,52601499,2.467,2.414,96.946,64.61
11.04.2019,13.02,288.21,55093100,2.498,2.422,97.177,63.58
12.04.2019,12.01,290.16,69727782,2.566,2.426,96.972,63.89
15.04.2019,12.32,289.97,49596685,2.555,2.405,96.942,63.4
16.04.2019,12.18,290.16,52153197,2.591,2.421,97.043,64.05
17.04.2019,12.60,289.45,58268295,2.595,2.432,97.009,63.76
18.04.2019,12.09,290.02,68708513,2.561,2.414,97.474,64
22.04.2019,12.42,290.27,40160140,2.589,2.427,97.287,65.7
23.04.2019,12.28,292.88,52246633,2.566,2.432,97.636,66.3
24.04.2019,13.14,292.23,50392914,2.519,2.42,98.173,65.89
25.04.2019,13.25,292.05,57770862,2.533,2.417,98.203,65.21
26.04.2019,12.73,293.41,50916423,2.499,2.413,98.006,63.3
29.04.2019,13.11,293.87,57197747,2.527,2.41,97.857,63.5
30.04.2019,13.12,294.02,81111733,2.503,2.418,97.479,63.91
01.05.2019,14.80,291.81,71671870,2.501,2.412,97.686,63.6
02.05.2019,14.42,291.18,65030170,2.542,2.422,97.832,61.81
03.05.2019,12.87,294.03,56543653,2.526,2.422,97.52,61.94
06.05.2019,15.44,292.82,107198069,2.471,2.414,97.515,62.25
07.05.2019,19.32,287.93,144729908,2.458,2.415,97.628,61.4
08.05.2019,19.40,287.53,91568287,2.484,2.426,97.623,62.12
09.05.2019,19.10,286.66,103471104,2.444,2.421,97.373,61.7
10.05.2019,16.04,288.10,112429293,2.468,2.421,97.33,61.66
13.05.2019,20.55,280.86,127290527,2.402,2.402,97.319,61.04
14.05.2019,18.06,283.40,77003230,2.411,2.394,97.526,61.78
15.05.2019,16.44,285.06,73956407,2.374,2.397,97.569,62.02
16.05.2019,15.29,287.70,76749643,2.395,2.389,97.855,62.87
17.05.2019,15.96,285.84,100353024,2.392,2.378,97.995,62.76
20.05.2019,16.31,283.95,62877610,2.417,2.37,97.933,63.1
21.05.2019,14.95,286.51,46847085,2.427,2.371,98.062,62.99
22.05.2019,14.75,285.63,49482472,2.383,2.367,98.041,61.42
23.05.2019,16.92,282.14,98733847,2.319,2.354,97.856,57.91
24.05.2019,15.85,282.78,55268095,2.321,2.338,97.613,58.63
28.05.2019,17.50,280.15,70029356,2.267,2.345,97.952,59.14
29.05.2019,17.90,278.27,104972927,2.263,2.349,98.144,58.81
30.05.2019,17.30,279.03,62523780,2.214,2.367,98.142,56.59
31.05.2019,18.71,275.27,86862782,2.125,2.342,97.75,53.5
03.06.2019,18.86,274.57,96427952,2.072,2.328,97.142,53.25
04.06.2019,16.97,280.53,77231889,2.131,2.342,97.072,53.48
05.06.2019,16.09,282.96,71169717,2.136,2.34,97.32,51.68
06.06.2019,15.93,284.80,69430381,2.118,2.308,97.044,52.59
07.06.2019,16.30,287.65,74272199,2.083,2.272,96.544,53.99
10.06.2019,15.94,288.97,60799053,2.15,2.274,96.761,53.26
11.06.2019,15.99,288.90,58641325,2.144,2.25,96.686,53.27
12.06.2019,15.91,288.39,47096312,2.121,2.217,97,51.14
13.06.2019,15.82,289.58,48945156,2.096,2.176,97.013,52.28
14.06.2019,15.28,289.26,52324716,2.081,2.172,97.572,52.51
17.06.2019,15.35,289.37,39205709,2.095,2.182,97.558,51.93
18.06.2019,15.15,292.40,85434823,2.06,2.216,97.644,53.9
19.06.2019,14.33,293.06,78674377,2.024,2.164,97.117,53.76
20.06.2019,14.75,295.86,116570017,2.029,2.132,96.629,56.65
21.06.2019,15.40,294.00,83309466,2.056,2.107,96.22,57.43
24.06.2019,15.26,293.64,47582730,2.015,2.109,95.98,57.9
25.06.2019,16.28,290.76,82028656,1.986,2.123,96.14,57.83
