date,vix,spy,spyv,rate10y,rate3m,dxy,oil
02.01.2002,22.71,115.53,18652200,5.16,1.736,115.79,21.01
03.01.2002,21.34,116.84,15743100,5.111,1.716,116.11,20.37
04.01.2002,20.45,117.62,20140700,5.128,1.715,116.33,21.62
07.01.2002,21.94,116.79,13106500,5.049,1.685,116.33,21.48
08.01.2002,21.83,116.52,12687200,5.08,1.675,116.83,21.25
09.01.2002,22.13,115.57,16616900,5.051,1.665,117.01,20.18
10.01.2002,22.36,116.08,12823400,4.979,1.675,116.88,20.38
11.01.2002,22.60,114.94,13708500,4.866,1.552,116.64,19.68
14.01.2002,23.58,114.22,12304300,4.876,1.572,116.64,18.89
15.01.2002,22.70,115.15,20221400,4.835,1.593,117.29,18.9
16.01.2002,23.45,112.82,17077200,4.839,1.603,117.59,18.86
17.01.2002,22.25,113.67,17707900,4.925,1.624,117.85,17.97
18.01.2002,22.52,113.15,17028200,4.894,1.613,117.64,18
22.01.2002,23.61,112.29,11472400,4.919,1.705,117.7,18.34
23.01.2002,21.88,113.23,12439100,5.029,1.695,118.43,19.5
24.01.2002,21.15,113.58,12163100,5.008,1.716,118.64,19.7
25.01.2002,21.01,113.55,12810700,5.071,1.705,119.85,19.99
28.01.2002,21.14,113.86,10589500,5.073,1.726,120.04,20.05
29.01.2002,24.35,110.28,27736100,4.942,1.706,119.62,19.58
30.01.2002,23.22,111.87,34712000,5.014,1.757,119.76,19.08
31.01.2002,21.09,113.18,19910100,5.033,1.757,120.21,19.48
01.02.2002,21.12,112.65,15838500,4.985,1.756,119.69,20.38
04.02.2002,24.87,109.85,24247500,4.902,1.756,118.95,20.07
05.02.2002,25.45,109.17,33614000,4.894,1.757,119.41,20.07
06.02.2002,26.09,108.70,29670400,4.923,1.736,119.52,19.78
07.02.2002,25.11,108.02,23450200,4.939,1.726,119.16,19.64
08.02.2002,23.26,110.09,19278100,4.879,1.705,118.98,20.26
11.02.2002,21.78,111.44,18792400,4.907,1.736,118.44,21.41
12.02.2002,21.62,111.09,13942500,4.975,1.746,118.25,20.73
13.02.2002,20.85,112.27,16791900,4.987,1.746,118.83,21.18
14.02.2002,21.77,112.06,20458200,4.945,1.746,118.4,21.23
15.02.2002,22.37,110.89,18394600,4.875,1.736,118.55,21.5
19.02.2002,24.43,108.76,15998300,4.873,1.736,118.33,20.88
20.02.2002,22.66,110.59,29247100,4.889,1.757,118.93,20.29
21.02.2002,23.80,108.30,26292800,4.853,1.757,119.16,20.95
22.02.2002,22.86,109.64,26572900,4.831,1.767,118.48,21.07
25.02.2002,21.84,111.45,17459600,4.849,1.766,119.13,20.48
26.02.2002,21.68,111.22,22362900,4.927,1.767,119.82,21.41
27.02.2002,21.49,111.65,28597900,4.833,1.757,119.53,21.29
28.02.2002,21.59,111.15,23755500,4.877,1.757,119.16,21.74
01.03.2002,19.96,113.74,26186600,4.981,1.777,119.4,22.4
04.03.2002,20.50,115.75,27187800,4.999,1.787,118.81,22.45
05.03.2002,20.30,115.38,22733500,5.001,1.787,118.57,23.17
06.03.2002,19.94,116.75,20169700,5.052,1.767,117.96,23.15
07.03.2002,20.04,116.50,19331900,5.227,1.787,116.8,23.71
08.03.2002,19.27,116.99,19930800,5.325,1.797,117.99,23.84
11.03.2002,19.84,117.24,15622100,5.323,1.828,117.78,24.31
12.03.2002,19.59,117.17,17155000,5.31,1.839,117.8,24.2
13.03.2002,19.46,116.04,17176600,5.279,1.818,117.96,24.16
14.03.2002,19.20,115.88,11169600,5.409,1.849,117.29,24.56
15.03.2002,18.42,116.65,21222100,5.327,1.848,117.18,24.51
18.03.2002,18.93,116.67,17558000,5.3,1.858,117.46,25.11
19.03.2002,18.16,117.45,17913600,5.286,1.839,117.6,24.88
20.03.2002,18.46,115.24,17128200,5.406,1.838,117.22,24.9
21.03.2002,18.15,115.29,26888800,5.365,1.818,117.52,25.61
22.03.2002,17.77,115.04,15235400,5.404,1.838,118.05,25.35
25.03.2002,18.48,113.61,17507200,5.408,1.807,118.1,24.99
26.03.2002,18.13,114.27,19950600,5.343,1.828,118.14,25.36
27.03.2002,17.70,114.57,19021400,5.341,1.798,118.54,25.87
28.03.2002,17.40,114.52,17535900,5.4,1.787,118.62,26.31
01.04.2002,18.73,114.57,17714000,5.425,1.777,117.77,26.88
02.04.2002,19.16,113.94,15596700,5.341,1.808,117.92,27.71
03.04.2002,20.20,113.14,25662700,5.278,1.787,117.68,27.56
04.04.2002,19.78,112.67,23561400,5.258,1.787,117.94,26.58
05.04.2002,19.13,112.69,19404900,5.206,1.756,117.69,26.21
08.04.2002,19.61,112.93,16476200,5.262,1.746,118.2,26.54
09.04.2002,19.47,112.14,15122700,5.202,1.706,117.56,25.82
10.04.2002,18.19,113.41,17204500,5.233,1.705,117.56,26.13
11.04.2002,20.30,110.59,25460200,5.206,1.705,117.37,24.99
12.04.2002,19.42,111.42,14950600,5.156,1.705,117.74,23.47
15.04.2002,19.82,110.57,17403600,5.138,1.705,117.73,24.57
16.04.2002,18.11,113.20,15098400,5.192,1.736,117.37,24.75
17.04.2002,18.43,112.96,12928600,5.233,1.716,116.6,25.94
18.04.2002,19.29,112.47,25219800,5.198,1.726,116.39,26.18
19.04.2002,18.30,112.88,10602500,5.198,1.726,116.29,26.38
22.04.2002,19.77,111.00,13924500,5.178,1.715,116.44,26.27
23.04.2002,20.28,110.52,16973800,5.163,1.726,116.57,26.62
24.04.2002,20.77,109.41,18903900,5.113,1.716,116.15,26.38
25.04.2002,20.95,109.47,25456900,5.095,1.736,115.45,26.73
26.04.2002,22.14,107.39,19770000,5.056,1.736,115.04,27.11
29.04.2002,24.05,106.86,17725600,5.122,1.766,114.89,27.57
30.04.2002,21.91,107.86,19475300,5.087,1.767,115.19,27.29
01.05.2002,20.06,109.18,24581100,5.06,1.767,114.54,26.75
02.05.2002,20.07,108.76,15667300,5.095,1.757,114.87,26.24
03.05.2002,20.19,107.58,18186000,5.056,1.756,113.59,26.62
06.05.2002,22.56,105.47,23911200,5.066,1.756,113.66,26.12
07.05.2002,21.94,105.10,22173500,5.056,1.746,113.92,26.63
08.05.2002,20.39,109.01,27918600,5.218,1.757,114.91,27.85
09.05.2002,21.56,107.75,18087300,5.164,1.757,114.52,27.68
10.05.2002,22.41,105.72,18959500,5.118,1.756,113.92,27.99
13.05.2002,20.72,107.87,14687000,5.223,1.777,114.15,28.38
14.05.2002,19.35,110.22,34224900,5.278,1.767,115.09,29.36
15.05.2002,19.19,109.79,29539200,5.246,1.757,114.12,28.15
16.05.2002,18.50,110.36,28097400,5.169,1.746,114.13,27.95
17.05.2002,17.70,110.90,27823700,5.253,1.756,113,28.18
20.05.2002,19.24,109.70,13834200,5.2,1.746,112.82,28.33
21.05.2002,20.05,108.70,16878100,5.15,1.746,112.8,27.33
22.05.2002,19.58,108.94,15845100,5.115,1.726,112.33,26.37
23.05.2002,18.23,110.10,13881600,5.15,1.736,112.79,26.15
24.05.2002,18.90,108.69,11876600,5.145,1.736,112.8,25.88
28.05.2002,20.31,108.10,24237200,5.13,1.756,112.1,25.27
29.05.2002,20.39,107.30,14779300,5.063,1.746,111.62,25.76
30.05.2002,20.61,107.00,18218100,5.022,1.746,111.17,24.67
31.05.2002,19.98,107.22,19826300,5.045,1.726,111.81,25.31
03.06.2002,23.37,104.37,26074700,4.999,1.736,111.3,25.08
04.06.2002,23.89,104.63,25872100,5.028,1.757,111.09,25.33
05.06.2002,22.61,105.61,19718500,5.049,1.746,111.35,24.89
06.06.2002,24.16,103.46,23369900,4.977,1.726,110.83,24.79
07.06.2002,23.51,103.34,24011600,5.068,1.736,110.99,24.75
10.06.2002,23.72,103.74,18760200,5.028,1.746,111.1,24.29
11.06.2002,24.45,101.96,19992200,4.975,1.736,110.68,24.12
12.06.2002,24.15,102.58,31273400,4.964,1.726,111,24.64
13.06.2002,25.02,101.55,21052400,4.901,1.716,111.15,25.64
14.06.2002,25.96,101.40,39267500,4.799,1.705,110.76,25.94
17.06.2002,24.64,104.12,17649000,4.846,1.726,110.8,26.09
18.06.2002,24.24,104.97,21860800,4.835,1.726,110.2,25.43
19.06.2002,26.06,102.52,21550900,4.728,1.705,109.67,25.31
20.06.2002,27.48,101.21,25762400,4.791,1.716,108.94,25.53
21.06.2002,27.23,99.28,31191400,4.768,1.715,108.19,25.82
24.06.2002,26.98,99.80,37173800,4.829,1.726,108.2,26.47
25.06.2002,27.84,97.56,33419000,4.819,1.726,107.57,26.32
26.06.2002,28.42,97.72,37928400,4.744,1.695,106.56,26.76
27.06.2002,26.29,99.43,31729100,4.823,1.695,106.37,26.86
28.06.2002,25.40,98.96,28185600,4.799,1.685,106.11,26.86
01.07.2002,27.11,97.03,20282900,4.782,1.705,106.51,26.81
02.07.2002,28.96,94.97,34219100,4.727,1.716,106.8,26.77
03.07.2002,29.42,95.51,30571900,4.766,1.716,107.05,26.8
05.07.2002,27.11,99.31,19014900,4.856,1.715,107.74,#N/A
08.07.2002,28.25,98.07,19123100,4.796,1.726,106.21,26.07
09.07.2002,30.22,95.60,28636000,4.727,1.726,105.65,26.09
10.07.2002,34.10,92.12,50533700,4.614,1.716,106.08,26.77
11.07.2002,33.85,92.87,59537700,4.638,1.716,105.91,26.83
12.07.2002,32.94,91.85,39026100,4.574,1.705,105.89,27.48
15.07.2002,35.03,92.34,77322900,4.628,1.705,104.67,27.07
16.07.2002,36.65,90.56,53293100,4.682,1.726,104.49,27.75
17.07.2002,35.45,90.74,49016200,4.684,1.716,104.42,27.88
18.07.2002,35.12,87.80,32721600,4.608,1.705,104.47,27.57
19.07.2002,38.17,84.71,77712000,4.521,1.705,104.06,27.83
22.07.2002,41.87,82.20,78252700,4.446,1.705,104.75,26.6
23.07.2002,44.92,79.95,74520500,4.408,1.695,106.66,26.31
24.07.2002,39.86,84.72,107023100,4.487,1.685,105.52,26.87
25.07.2002,39.27,84.00,87195600,4.382,1.685,105.12,26.77
26.07.2002,35.51,85.60,41211700,4.384,1.685,106.61,26.54
29.07.2002,31.33,89.77,53498500,4.563,1.705,107.1,26.55
30.07.2002,31.92,90.94,47570000,4.587,1.706,106.8,27.36
31.07.2002,32.03,91.16,44719500,4.461,1.695,107.41,27.02
01.08.2002,36.95,88.78,66576300,4.391,1.675,107.02,26.47
02.08.2002,41.29,86.79,51831200,4.292,1.623,106.67,26.84
05.08.2002,45.08,83.77,47199500,4.21,1.634,107.27,26.58
06.08.2002,42.03,86.59,65257800,4.333,1.644,108.69,27.17
07.08.2002,38.73,88.10,43720300,4.306,1.583,107.85,26.5
08.08.2002,36.33,90.95,48380400,4.396,1.603,108.66,26.67
09.08.2002,35.33,91.29,41880600,4.257,1.613,108.18,26.86
12.08.2002,37.05,90.62,25858300,4.217,1.63,107.41,27.86
13.08.2002,35.82,88.97,49637500,4.087,1.614,107.11,27.9
14.08.2002,32.36,92.22,57437000,4.121,1.634,106.79,28.15
15.08.2002,29.43,93.50,45653700,4.182,1.613,106.72,29.06
16.08.2002,28.81,93.22,36518800,4.326,1.613,106.65,29.33
19.08.2002,28.61,95.40,33676900,4.286,1.644,107.52,29.84
20.08.2002,29.59,94.39,30513600,4.149,1.614,107.31,30.11
21.08.2002,28.23,95.75,39635600,4.201,1.624,107.14,29.24
22.08.2002,27.75,96.68,38404300,4.319,1.644,108.13,28.84
23.08.2002,29.32,94.60,33717800,4.235,1.644,107.97,28.63
26.08.2002,29.89,95.26,33832800,4.226,1.654,107.86,29.28
27.08.2002,30.11,94.16,46036700,4.283,1.675,106.77,28.83
28.08.2002,33.32,92.10,38983800,4.214,1.665,107.08,28.34
29.08.2002,33.67,92.14,42968100,4.139,1.665,106.7,28.92
30.08.2002,32.64,91.78,30371500,4.143,1.675,106.98,28.98
03.09.2002,39.97,88.28,76692300,3.965,1.633,105.57,27.79
04.09.2002,37.44,89.54,51100600,3.963,1.624,106.1,28.27
05.09.2002,38.86,88.78,67335200,3.927,1.603,105.98,28.98
06.09.2002,36.33,90.00,38622900,4.013,1.654,106.84,29.61
09.09.2002,36.45,90.66,34078600,4.06,1.674,107.1,29.73
10.09.2002,35.08,91.70,41430300,3.996,1.675,107.52,29.73
11.09.2002,34.81,91.13,27746100,4.06,1.685,107.62,29.77
12.09.2002,37.50,89.45,43639100,3.962,1.685,107.13,28.85
13.09.2002,35.82,89.67,41131300,3.907,1.675,108.06,29.81
16.09.2002,36.74,89.89,28170800,3.914,1.705,108.24,29.67
17.09.2002,38.01,87.83,47770000,3.819,1.685,108.33,29.08
18.09.2002,37.52,86.95,54847500,3.843,1.675,107.76,29.48
19.09.2002,40.65,84.70,48524600,3.778,1.644,107,29.5
20.09.2002,38.98,84.35,46326200,3.787,1.644,107.53,29.61
23.09.2002,39.68,83.66,46913200,3.696,1.644,107.86,30.71
24.09.2002,40.52,82.31,69598900,3.646,1.644,107.52,30.77
25.09.2002,37.33,84.35,59297300,3.749,1.654,107.79,30.64
26.09.2002,34.60,85.73,53672400,3.766,1.644,107.68,30.41
27.09.2002,36.97,82.75,64778400,3.66,1.613,107.53,30.54
30.09.2002,39.69,81.79,73096500,3.596,1.552,106.87,30.45
01.10.2002,34.12,85.72,67278500,3.717,1.583,107.07,30.83
02.10.2002,36.83,83.15,56850900,3.669,1.562,107.16,30.49
03.10.2002,37.31,82.31,55568900,3.685,1.562,106.97,29.76
04.10.2002,39.46,80.80,68725100,3.666,1.603,107.6,29.62
07.10.2002,42.64,79.13,53217600,3.615,1.613,107.55,29.64
08.10.2002,41.02,80.37,79535200,3.635,1.603,108.07,29.48
09.10.2002,42.13,78.10,79918900,3.569,1.542,106.94,29.35
10.10.2002,37.55,80.63,76784800,3.658,1.573,107.2,28.97
11.10.2002,35.70,84.16,82323000,3.78,1.572,107.25,29.37
14.10.2002,36.04,84.63,40644700,3.787,1.572,107.15,30.03
15.10.2002,34.02,88.70,82460100,3.995,1.654,107.78,29.72
16.10.2002,36.00,86.55,63588600,4.05,1.654,107.63,29.47
17.10.2002,34.10,88.27,68608100,4.202,1.685,108.37,29.62
18.10.2002,33.53,88.64,47563900,4.107,1.664,108.52,29.6
21.10.2002,33.11,90.17,45977500,4.253,1.685,108.23,28.37
22.10.2002,34.09,89.52,41217400,4.26,1.685,107.94,27.92
23.10.2002,33.20,90.20,55128700,4.233,1.665,108,28.18
24.10.2002,34.03,88.36,55306000,4.117,1.654,107.91,28.2
25.10.2002,30.00,90.20,43735200,4.093,1.634,107.92,27.05
28.10.2002,31.07,89.61,39428500,4.087,1.593,107.16,27.29
29.10.2002,32.27,88.57,59535800,3.94,1.501,107.07,26.86
30.10.2002,31.23,89.43,41707400,3.963,1.491,107.07,26.81
31.10.2002,31.14,88.52,41623000,3.894,1.45,106.64,27.22
01.11.2002,29.30,90.27,51905100,4.006,1.419,106.08,27.13
04.11.2002,30.82,91.13,49084800,4.045,1.429,106.12,26.95
05.11.2002,31.23,91.85,37291500,4.072,1.419,105.87,26.14
06.11.2002,30.73,93.04,65347600,4.035,1.225,105.6,25.77
07.11.2002,31.42,90.76,51582000,3.894,1.215,104.97,25.38
08.11.2002,29.41,89.65,37911900,3.858,1.215,104.5,25.78
11.11.2002,31.30,88.26,33598500,3.841,1.216,104.57,25.94
12.11.2002,30.58,88.96,37775500,3.85,1.215,104.58,25.9
13.11.2002,31.24,89.05,63916100,3.841,1.205,105.1,25.19
14.11.2002,28.67,90.73,31988900,4.057,1.215,105.32,25.29
15.11.2002,26.65,91.40,39166800,4.031,1.215,105.04,25.51
18.11.2002,27.66,90.48,29019400,3.998,1.215,105.2,26.71
19.11.2002,27.41,90.36,32814800,3.979,1.215,105.67,26.42
20.11.2002,25.32,92.37,36823200,4.059,1.215,105.87,26.98
21.11.2002,23.81,94.09,55172500,4.154,1.215,105.81,26.35
22.11.2002,23.16,93.42,32515000,4.18,1.215,106.12,26.76
25.11.2002,24.07,93.48,34060600,4.176,1.225,106.54,26.11
26.11.2002,25.97,91.70,42290400,4.067,1.226,106.53,26.4
27.11.2002,27.25,94.28,37775000,4.26,1.225,106.77,26.89
29.11.2002,27.50,93.98,19385700,4.207,1.215,106.38,#N/A
02.12.2002,27.46,94.13,49798600,4.231,1.225,106.35,27.24
03.12.2002,28.33,92.87,34434200,4.203,1.226,106.37,27.3
04.12.2002,28.92,92.45,64151000,4.153,1.215,106.14,26.71
05.12.2002,30.10,91.43,36825300,4.139,1.205,106.1,27.29
06.12.2002,28.88,92.03,50132600,4.085,1.205,105.36,26.93
09.12.2002,30.78,89.50,36888500,4.036,1.215,105.24,27.2
10.12.2002,28.76,90.70,33451700,4.048,1.215,105.37,27.74
11.12.2002,27.76,90.78,39207900,4.025,1.205,105.35,27.4
12.12.2002,27.29,90.77,34486300,4.025,1.205,104.51,28.01
13.12.2002,28.18,89.34,36877700,4.069,1.205,103.98,28.44
16.12.2002,26.24,91.65,37119500,4.161,1.225,104.06,30.1
17.12.2002,26.66,90.85,32405800,4.126,1.215,103.51,30.1
18.12.2002,28.29,89.80,35651300,4.036,1.205,103.54,30.44
19.12.2002,30.21,89.16,39293300,3.94,1.195,103.48,30.56
20.12.2002,26.71,89.99,31183500,3.959,1.195,103.47,30.3
23.12.2002,26.20,90.02,22645500,3.973,1.174,103.64,31.75
24.12.2002,26.49,89.36,10937000,3.936,1.185,103.29,31.97
26.12.2002,27.37,89.39,17490000,3.904,1.174,102.82,32.49
27.12.2002,29.55,87.38,22213100,3.81,1.154,102.41,32.72
30.12.2002,29.62,88.11,29972300,3.797,1.195,102.01,31.37
31.12.2002,28.62,88.23,34038300,3.816,1.195,101.85,31.2
02.01.2003,25.39,91.07,44645400,4.032,1.205,102.98,31.85
03.01.2003,24.68,91.35,32227900,4.019,1.215,102.47,33.08
06.01.2003,24.91,92.96,41009800,4.054,1.195,101.97,32.1
07.01.2003,25.13,92.73,38656800,4.007,1.195,102.57,31.08
08.01.2003,25.53,91.39,38739700,4.019,1.185,101.87,30.56
09.01.2003,24.25,92.81,34858800,4.181,1.195,101.94,31.99
10.01.2003,24.32,93.06,37773300,4.134,1.195,101.23,31.68
13.01.2003,24.90,93.03,31676800,4.122,1.184,101.47,32.26
14.01.2003,24.57,93.33,30924700,4.079,1.195,101.21,32.37
15.01.2003,25.51,92.40,33543000,4.062,1.185,101.34,33.21
16.01.2003,25.01,92.02,45381800,4.079,1.174,100.79,33.66
17.01.2003,25.70,90.66,35621000,4.011,1.174,100.55,33.91
21.01.2003,27.59,89.25,42376400,3.972,1.164,100.23,34.61
22.01.2003,29.01,88.17,42816000,3.916,1.164,100.23,32.85
23.01.2003,27.53,88.71,56082000,3.937,1.164,99.86,32.25
24.01.2003,31.51,86.38,68703000,3.93,1.144,99.22,33.28
27.01.2003,34.69,85.20,58297300,3.964,1.164,99.26,32.29
28.01.2003,31.93,85.83,46965300,3.97,1.175,99.48,32.67
29.01.2003,31.26,86.48,53780800,4.023,1.174,99.28,33.63
30.01.2003,31.32,84.43,49886700,3.963,1.164,99.52,33.85
31.01.2003,31.17,86.06,55323600,3.964,1.174,99.91,33.51
03.02.2003,31.02,86.23,39799900,3.994,1.174,99.9,32.76
04.02.2003,32.76,85.38,43762600,3.924,1.164,99.14,33.58
05.02.2003,33.04,84.85,55304300,3.997,1.164,99.65,33.93
06.02.2003,33.35,84.45,53664400,3.947,1.164,99.46,34.16
07.02.2003,34.01,83.42,43170200,3.931,1.164,99.57,35.12
10.02.2003,33.99,84.01,45476500,3.966,1.174,100.27,34.48
11.02.2003,33.68,83.43,46887400,3.959,1.175,100.39,35.44
12.02.2003,34.33,82.10,35929500,3.91,1.164,100.51,35.77
13.02.2003,33.70,82.35,58073500,3.879,1.164,99.59,36.36
14.02.2003,32.62,84.15,59590200,3.995,1.174,100.04,36.8
18.02.2003,31.11,85.63,39527000,3.951,1.174,100.53,36.96
19.02.2003,31.31,85.18,31441500,3.884,1.174,100,37.16
20.02.2003,31.16,84.33,29300500,3.869,1.185,99.55,36.79
21.02.2003,30.25,85.18,60965300,3.89,1.185,100.09,35.58
24.02.2003,31.98,83.80,30703600,3.846,1.195,99.66,36.48
25.02.2003,31.74,84.47,56927400,3.822,1.195,99.86,36.06
26.02.2003,31.94,83.24,37808200,3.767,1.195,99.62,37.7
27.02.2003,30.53,84.34,51834200,3.739,1.195,99.81,37.2
28.02.2003,29.63,84.90,43891400,3.692,1.195,99.71,36.6
03.03.2003,30.43,84.09,42942600,3.675,1.184,99.1,35.88
04.03.2003,31.83,82.75,31481900,3.648,1.185,99.13,36.89
05.03.2003,30.38,83.45,44110700,3.63,1.174,98.28,36.69
06.03.2003,31.37,82.75,41469400,3.658,1.164,98.31,37
07.03.2003,31.08,83.32,63584700,3.643,1.113,98.04,37.78
10.03.2003,33.31,81.32,41077700,3.562,1.072,97.85,37.27
11.03.2003,33.61,80.52,48128900,3.583,1.083,97.91,36.72
12.03.2003,33.51,81.06,62483800,3.583,1.083,98.16,37.83
13.03.2003,31.76,83.86,72199000,3.747,1.134,99.78,36.01
14.03.2003,30.98,84.13,63965400,3.702,1.123,99.99,35.38
17.03.2003,31.75,86.78,88316900,3.84,1.144,100.74,34.93
18.03.2003,30.43,87.29,51094700,3.907,1.154,100.86,31.67
19.03.2003,31.54,87.96,49668600,3.986,1.154,101.58,29.88
20.03.2003,30.44,88.15,67479700,3.955,1.154,101.15,28.61
21.03.2003,28.67,89.67,71267000,4.105,1.174,102,26.91
24.03.2003,30.39,86.69,65434500,3.967,1.174,100.99,28.66
25.03.2003,28.75,87.52,61190500,3.944,1.175,100.87,27.97
26.03.2003,28.23,87.08,45772400,3.93,1.164,100.53,28.63
27.03.2003,27.96,87.15,53294500,3.925,1.144,100.64,30.37
28.03.2003,27.75,86.71,32604600,3.9,1.123,99.96,30.16
31.03.2003,29.15,84.74,60802300,3.798,1.113,98.88,31.04
01.04.2003,28.36,86.04,53914800,3.811,1.113,99.15,29.78
02.04.2003,28.02,88.12,50507800,3.93,1.123,100.08,28.56
03.04.2003,28.21,87.70,49028500,3.911,1.103,100.34,28.97
04.04.2003,29.13,88.22,36262500,3.954,1.103,100.4,28.62
07.04.2003,28.45,88.05,69833100,3.979,1.154,100.7,27.96
08.04.2003,27.13,88.19,39753900,3.934,1.144,100.53,28
09.04.2003,27.11,87.03,55693900,3.898,1.123,100.16,28.85
10.04.2003,25.60,87.51,42155800,3.944,1.134,99.82,27.46
11.04.2003,24.44,87.15,47738800,3.973,1.164,100.18,28.14
14.04.2003,23.41,88.95,36967900,4.016,1.174,99.96,28.63
15.04.2003,22.56,89.78,49989400,3.987,1.175,99.76,29.29
16.04.2003,22.52,88.25,51820400,3.94,1.164,99.06,29.18
17.04.2003,21.50,89.56,37487600,3.958,1.174,99.3,30.55
21.04.2003,21.95,89.65,32085800,3.983,1.174,99.59,30.87
22.04.2003,20.70,91.34,59870000,3.966,1.164,98.73,29.91
23.04.2003,20.80,92.18,44254100,3.977,1.164,98.78,26.65
24.04.2003,20.33,91.36,50038400,3.921,1.144,98.33,26.64
25.04.2003,20.80,90.23,43926700,3.89,1.134,98.36,26.26
28.04.2003,20.84,91.79,46471900,3.903,1.134,98.67,25.49
29.04.2003,20.76,91.79,52347400,3.929,1.134,98.02,25.24
30.04.2003,21.21,91.91,48919400,3.838,1.113,97.19,25.8
01.05.2003,21.59,91.90,50419000,3.842,1.093,96.7,26.03
02.05.2003,20.63,93.21,50239900,3.925,1.123,96.75,25.67
05.05.2003,21.13,93.03,35456200,3.886,1.103,96.37,26.49
06.05.2003,20.80,93.91,44587300,3.786,1.103,95.34,25.72
07.05.2003,21.00,93.39,41443000,3.677,1.103,95.58,26.23
08.05.2003,21.24,92.45,40774900,3.683,1.093,94.93,26.98
09.05.2003,19.69,93.73,33653700,3.681,1.103,94.98,27.72
12.05.2003,19.52,94.88,35688500,3.644,1.072,94.55,27.35
13.05.2003,19.91,94.71,39299000,3.604,1.073,94.7,28.5
14.05.2003,20.00,94.51,32236900,3.522,1.032,94.58,29.17
15.05.2003,19.24,95.11,43939900,3.532,1.052,95.22,28.74
16.05.2003,18.40,94.87,38914500,3.42,1.032,94.08,29.14
19.05.2003,20.51,92.65,43242300,3.487,1.052,93.74,28.83
20.05.2003,21.29,92.46,55457600,3.356,1.021,93.26,29.28
21.05.2003,21.21,92.65,49859600,3.398,1.073,93.54,29.03
22.05.2003,19.78,93.57,38463900,3.316,1.072,93.56,28.85
23.05.2003,19.17,93.76,26158600,3.337,1.072,93.05,29.16
27.05.2003,19.99,95.40,43739500,3.412,1.082,92.72,29.35
28.05.2003,20.03,95.67,37752100,3.425,1.093,93.45,28.58
29.05.2003,20.43,95.42,50982100,3.337,1.093,92.71,29.1
30.05.2003,19.47,96.95,52546300,3.372,1.103,93.29,29.56
02.06.2003,20.85,97.35,50711700,3.41,1.123,93.34,30.71
03.06.2003,20.84,97.75,39555300,3.331,1.086,93.53,30.67
04.06.2003,20.62,99.16,49422500,3.295,1.045,93.73,30.05
05.06.2003,20.83,99.65,46432100,3.344,1.045,92.52,30.74
06.06.2003,21.25,99.26,60401100,3.353,1.045,93.48,31.28
09.06.2003,22.15,98.25,38400100,3.278,1.024,93.3,31.45
10.06.2003,20.64,99.25,30120200,3.192,0.973,93.56,31.73
11.06.2003,20.21,100.30,37641900,3.212,0.932,92.97,32.36
12.06.2003,20.41,100.61,36491400,3.165,0.912,92.87,31.51
13.06.2003,20.66,99.56,48640800,3.114,0.851,92.22,30.65
16.06.2003,20.22,101.66,36422100,3.173,0.861,92.4,31.18
17.06.2003,20.01,101.66,36824400,3.262,0.892,92.61,31.07
18.06.2003,19.76,101.57,35552200,3.363,0.881,93.17,30.36
19.06.2003,19.80,100.02,43570700,3.339,0.81,93.16,29.96
20.06.2003,19.14,99.44,41554900,3.367,0.82,93.91,30.82
23.06.2003,20.58,98.42,34344600,3.313,0.83,94.08,29.17
24.06.2003,20.75,98.52,36237900,3.251,0.82,94.39,28.78
25.06.2003,20.81,97.53,47864500,3.405,0.912,94.12,29.95
26.06.2003,19.40,98.80,33552000,3.543,0.881,94.97,29.01
27.06.2003,19.16,97.66,54216000,3.543,0.861,95.04,29.27
30.06.2003,19.52,97.63,33865300,3.515,0.851,94.73,30.19
01.07.2003,19.46,98.53,51418400,3.549,0.881,94.3,30.4
02.07.2003,19.03,99.77,34679700,3.538,0.861,94.13,30.15
03.07.2003,19.39,98.74,30868400,3.663,0.851,94.35,30.42
07.07.2003,20.06,100.70,31432300,3.733,0.891,95.51,30.13
08.07.2003,19.48,101.15,33159700,3.716,0.902,95.82,30.22
09.07.2003,18.93,100.58,36632000,3.682,0.881,95.55,30.88
10.07.2003,19.19,99.30,49850500,3.657,0.881,95.39,31.06
11.07.2003,18.47,100.24,40079100,3.628,0.881,95.8,31.28
14.07.2003,19.59,100.73,42157200,3.726,0.891,96.07,31.27
15.07.2003,19.55,100.51,63632700,3.983,0.902,97,31.62
16.07.2003,19.76,99.92,40217600,3.92,0.902,96.72,31.05
17.07.2003,20.22,98.50,48928600,3.922,0.892,96.86,31.41
18.07.2003,19.11,99.51,35705800,4.001,0.891,96.63,31.96
21.07.2003,19.78,98.28,35142700,4.212,0.902,96.11,31.78
22.07.2003,19.17,99.17,50010600,4.124,0.922,96.38,30.19
23.07.2003,18.64,99.24,37302100,4.11,0.912,95.44,29.67
24.07.2003,18.60,98.49,41176100,4.167,0.912,95.34,30.22
25.07.2003,17.75,100.23,43329600,4.177,0.922,94.96,30.17
28.07.2003,18.36,99.86,34417000,4.282,0.953,95.08,30.11
29.07.2003,18.67,99.40,53571600,4.44,0.984,95.33,30.24
30.07.2003,18.85,99.16,28428700,4.309,0.963,96.07,30.68
31.07.2003,19.49,99.39,59123300,4.408,0.943,96.89,30.54
01.08.2003,20.75,98.51,49326900,4.385,0.932,96.66,32.31
